position_x,position_y,frame
1800,3076,005005
1912,3104,005005
1708,3096,005005
1050,3128,005005
1116,3226,005005
1102,3292,005005
1290,3116,005005
1588,3140,005005
2196,1964,005005
2136,1886,005005
2282,1974,005005
2374,1994,005005
2518,1932,005005
2688,1926,005005
2826,1924,005005
2912,1854,005005
2480,1744,005005
2132,1786,005005
2136,1690,005005
2184,1486,005005
2312,1632,005005
2394,1682,005005
2578,1586,005005
2620,1680,005005
2706,1750,005005
3028,1710,005005
2960,1720,005005
2976,1570,005005
2822,1640,005005
2886,1556,005005
2886,1432,005005
2128,1406,005005
2330,1466,005005
2368,1404,005005
2442,1356,005005
2504,1290,005005
2272,1342,005005
2232,1236,005005
2102,1176,005005
2182,1094,005005
2316,1126,005005
2442,1156,005005
2510,1092,005005
2606,1206,005005
2770,1124,005005
2722,1350,005005
2898,1278,005005
3026,1124,005005
3030,1282,005005
3038,1538,005005
2780,2024,005005
2666,1098,005005
2266,1166,005005
2256,2106,005005
2218,2618,005005
2068,2432,005005
2174,2140,005005
2336,2670,005005
2132,2284,005005
2362,2248,005005
2322,2112,005005
2542,2100,005005
2492,2476,005005
2740,2776,005005
2726,2834,005005
2448,2618,005005
2346,2538,005005
2534,2526,005005
2578,2572,005005
2602,2664,005005
2432,2756,005005
2346,2772,005005
2542,2732,005005
2250,2300,005005
2092,3072,005005
2132,2834,005005
2194,2892,005005
2266,3008,005005
2556,2934,005005
2438,2940,005005
2316,3036,005005
2420,2328,005005
2468,2218,005005
2682,2976,005005
2866,2652,005005
2984,2630,005005
2864,2968,005005
2952,2856,005005
2974,2954,005005
3072,2952,005005
3048,2820,005005
2404,3070,005005
2306,2852,005005
2138,2396,005005
2126,2098,005005
2944,2106,005005
2860,2192,005005
2984,2182,005005
2558,2400,005005
2724,2632,005005
2768,2678,005005
2858,2788,005005
2810,2500,005005
2866,2458,005005
2936,2460,005005
2928,2568,005005
2450,2068,005005
2662,2316,005005
2870,2352,005005
2754,2178,005005
2598,2284,005005
2570,2184,005005
2756,2530,005005
2402,2410,005005
2072,2318,005005
2746,2390,005005
3028,2466,005005
3050,2576,005005
2164,2730,005005
2664,2904,005005
2100,3194,005005
2206,3108,005005
2244,3178,005005
2378,3150,005005
2158,3276,005005
2232,3304,005005
2316,3240,005005
2420,3254,005005
2498,3178,005005
2580,3216,005005
2750,3072,005005
2870,3072,005005
2778,3154,005005
2782,3232,005005
2628,3304,005005
3022,3086,005005
3062,3154,005005
2976,3280,005005
3050,3292,005005
2884,3240,005005
2826,3290,005005
2862,3362,005005
2922,3420,005005
3030,3420,005005
2498,3322,005005
2734,3378,005005
2678,3390,005005
2630,3430,005005
2556,3472,005005
2446,3408,005005
2286,3350,005005
2152,3442,005005
2370,3412,005005
2326,3378,005005
2284,3476,005005
2502,3518,005005
2644,3552,005005
2732,3546,005005
2854,3510,005005
2962,3566,005005
3018,3518,005005
2294,3536,005005
2424,3512,005005
2426,3626,005005
2538,3648,005005
2650,3700,005005
2822,3592,005005
2738,3640,005005
2960,3692,005005
2856,3728,005005
3014,3640,005005
2248,3596,005005
2128,3640,005005
2486,3734,005005
2322,3746,005005
2208,3732,005005
2048,3776,005005
2242,3874,005005
2154,3802,005005
2122,3902,005005
2350,3836,005005
2434,3840,005005
2494,3842,005005
2574,3788,005005
2636,3816,005005
2740,3726,005005
2722,3804,005005
2866,3822,005005
2978,3826,005005
3072,3774,005005
2884,3916,005005
2996,3896,005005
2836,3940,005005
2706,3930,005005
2434,3956,005005
2286,4000,005005
2490,4016,005005
2584,4012,005005
2662,4050,005005
2772,4086,005005
2902,4018,005005
2922,4072,005005
3490,1844,005005
3442,1024,005005
3190,1126,005005
3794,1170,005005
3766,1310,005005
3146,1428,005005
3394,1464,005005
3642,1458,005005
3282,1564,005005
3074,1526,005005
3482,1632,005005
3332,1698,005005
3890,1712,005005
3718,1710,005005
3614,1710,005005
4090,2018,005005
3644,1942,005005
3756,1966,005005
3668,1788,005005
3094,1738,005005
3326,1818,005005
3416,1832,005005
3530,1750,005005
3746,1830,005005
3290,2008,005005
3246,1912,005005
3112,2036,005005
3778,2048,005005
3702,1888,005005
3842,2048,005005
3926,3072,005005
3502,3072,005005
4096,2778,005005
3642,3040,005005
3588,2972,005005
3490,2806,005005
3874,2600,005005
3180,2870,005005
3754,3072,005005
3252,2736,005005
3462,2938,005005
3742,2620,005005
3338,2980,005005
3258,2930,005005
3566,2808,005005
3318,2862,005005
3394,3072,005005
3978,2984,005005
3176,3000,005005
3670,2874,005005
3174,2798,005005
3384,2716,005005
3998,2908,005005
3990,2680,005005
3542,2656,005005
3076,2930,005005
3414,2852,005005
3774,2736,005005
3780,2978,005005
3092,2736,005005
3640,2620,005005
3896,2764,005005
3334,3046,005005
3780,2862,005005
3402,2610,005005
3240,2622,005005
3118,2616,005005
3120,2468,005005
3186,2553,005005
3282,2432,005005
3182,2350,005005
3080,2322,005005
3316,2574,005005
3382,2450,005005
3520,2552,005005
3456,2414,005005
3590,2450,005005
3666,2480,005005
3784,2534,005005
3768,2408,005005
3890,2432,005005
4094,2426,005005
3946,2352,005005
4046,2366,005005
4064,2330,005005
4046,2242,005005
4096,2209,005005
3900,2282,005005
3646,2380,005005
3694,2356,005005
3536,2296,005005
3600,2300,005005
3696,2262,005005
3632,2176,005005
3366,2328,005005
3270,2270,005005
3284,2176,005005
3162,2176,005005
3072,2154,005005
3112,2064,005005
3448,2218,005005
3538,2158,005005
3820,2202,005005
3904,2124,005005
4000,2118,005005
3774,2062,005005
3850,2060,005005
3262,3030,005005
3180,3144,005005
3078,3154,005005
3072,3260,005005
3162,3294,005005
3208,3228,005005
3372,3072,005005
3342,3134,005005
3454,3120,005005
3520,3076,005005
3134,3352,005005
3140,3428,005005
3396,3236,005005
3544,3272,005005
3580,3164,005005
3646,3214,005005
3692,3290,005005
3720,3106,005005
3890,3126,005005
3818,3172,005005
3922,3076,005005
4036,3284,005005
3908,3260,005005
3252,3462,005005
3216,3382,005005
3302,3304,005005
3410,3368,005005
3476,3322,005005
3632,3378,005005
3818,3348,005005
3762,3416,005005
3584,3438,005005
3346,3480,005005
3298,3552,005005
3216,3576,005005
3640,3540,005005
3718,3524,005005
3842,3494,005005
4030,3482,005005
4040,3634,005005
3434,3458,005005
3466,3508,005005
3498,3564,005005
3532,3614,005005
3602,3660,005005
3656,3678,005005
3732,3684,005005
3804,3594,005005
3828,3682,005005
3916,3676,005005
3996,3780,005005
3194,3618,005005
3118,3542,005005
3082,3642,005005
3112,3764,005005
3236,3728,005005
3292,3652,005005
3348,3722,005005
3206,3828,005005
3134,3846,005005
3406,3780,005005
3436,3702,005005
3408,3554,005005
3478,3776,005005
3542,3806,005005
3604,3832,005005
3096,3976,005005
3226,3954,005005
3312,3864,005005
3426,3868,005005
3474,3980,005005
3598,4016,005005
3742,3804,005005
3878,3882,005005
3796,3864,005005
3962,3946,005005
4038,3940,005005
3798,3978,005005
3302,3992,005005
3456,4092,005005
3180,4038,005005
3878,4096,005005
3684,4050,005005
3568,3932,005005
3362,3938,005005
4022,4054,005005
1282,2048,005040
1848,2048,005040
1876,2036,005040
1030,1670,005040
1048,1588,005040
1126,1086,005040
1192,1046,005040
1328,1084,005040
1700,1416,005040
1276,1138,005040
1384,1078,005040
1304,1398,005040
1404,1654,005040
1460,1714,005040
1100,1772,005040
1052,1450,005040
1050,1940,005040
1140,1928,005040
1398,1868,005040
1598,1938,005040
1650,1788,005040
1750,1902,005040
1522,1776,005040
1858,1896,005040
1924,1792,005040
2000,1958,005040
1400,1238,005040
1522,1254,005040
1462,1344,005040
1550,1164,005040
1572,1098,005040
1730,1054,005040
1828,1082,005040
1936,1052,005040
1954,1204,005040
2048,1044,005040
2044,1104,005040
2042,1202,005040
2008,1252,005040
2048,1320,005040
2022,1414,005040
1398,1522,005040
1532,1396,005040
1782,1334,005040
1726,1140,005040
1686,1326,005040
1802,1256,005040
1866,1218,005040
1878,1322,005040
1964,1310,005040
1614,1512,005040
1588,1462,005040
1676,1596,005040
1522,1558,005040
1544,1614,005040
1920,1542,005040
1912,1624,005040
1928,1708,005040
1740,1584,005040
1106,2048,005040
2048,1760,005040
1994,1150,005040
1982,1892,005040
2038,1476,005040
1662,3072,005040
1562,3030,005040
1444,2916,005040
1922,2794,005040
1940,3028,005040
1442,2786,005040
1356,3068,005040
1894,2702,005040
1228,3046,005040
1132,3060,005040
1806,2792,005040
2048,3072,005040
1712,2968,005040
1054,2838,005040
1804,3042,005040
1334,2860,005040
1186,2968,005040
1044,2978,005040
2024,2750,005040
1544,2894,005040
1238,2872,005040
1622,2696,005040
1100,2872,005040
1636,2894,005040
1456,3026,005040
2028,2960,005040
1524,2744,005040
2014,2644,005040
1750,2804,005040
1636,2796,005040
1354,2996,005040
1724,2658,005040
1098,2646,005040
1212,2758,005040
1296,2590,005040
1176,2568,005040
1072,2768,005040
1174,2498,005040
1546,2514,005040
1292,2704,005040
1514,2474,005040
1432,2606,005040
1280,2386,005040
1334,2687,005040
1888,2929,005040
1890,2823,005040
1854,2981,005040
1794,2989,005040
1846,2642,005040
1830,2556,005040
1748,2558,005040
1604,2610,005040
1606,2420,005040
1712,2430,005040
1160,2370,005040
1256,2252,005040
1128,2218,005040
1076,2098,005040
1270,2086,005040
1402,2236,005040
1524,2238,005040
1464,2364,005040
2048,2452,005040
2014,2488,005040
1912,2460,005040
1956,2366,005040
1864,2332,005040
1778,2344,005040
1664,2322,005040
1664,2206,005040
1574,2292,005040
1840,2116,005040
1936,2094,005040
1948,2234,005040
1788,2150,005040
1832,2448,005040
1942,2611,005040
1936,2545,005040
2048,2547,005040
2036,2848,005040
1952,4100,005040
2020,3926,005040
1934,3994,005040
2046,4054,005040
1402,4060,005040
1770,4056,005040
1514,3972,005040
1568,4076,005040
1910,3842,005040
1650,3908,005040
1186,4086,005040
2012,3778,005040
1306,3968,005040
1648,4008,005040
1264,4018,005040
2036,3682,005040
1464,3954,005040
1858,3756,005040
1570,3838,005040
1926,3624,005040
2040,3856,005040
1044,3718,005040
1098,3980,005040
1722,3790,005040
1062,4066,005040
1732,3878,005040
1794,3700,005040
1820,3634,005040
1636,3794,005040
1476,3770,005040
1790,3482,005040
2034,3530,005040
1574,3688,005040
1272,3878,005040
1140,3834,005040
1156,3934,005040
1378,3802,005040
1198,3844,005040
1106,3632,005040
1154,3614,005040
1814,3406,005040
1680,3698,005040
1902,3454,005040
1232,3632,005040
1304,3660,005040
1042,3876,005040
1400,3730,005040
1442,3658,005040
1852,3568,005040
1572,3970,005040
1994,3354,005040
1716,3462,005040
1678,3546,005040
1540,3612,005040
1558,3502,005040
1442,3568,005040
1342,3624,005040
1294,3494,005040
1368,3524,005040
1454,3452,005040
1514,3412,005040
1152,3508,005040
1072,3384,005040
1228,3412,005040
1278,3436,005040
1140,3360,005040
1318,3352,005040
1640,3400,005040
2014,3266,005040
2022,3172,005040
1896,3102,005040
1926,3222,005040
1866,3224,005040
1854,3076,005040
1768,3226,005040
1792,3322,005040
1656,3310,005040
1752,3120,005040
1706,3162,005040
1662,3210,005040
1604,3136,005040
1496,3122,005040
1570,3280,005040
1440,3322,005040
1380,3240,005040
1224,3330,005040
1306,3202,005040
1196,3248,005040
1370,3076,005040
1300,3122,005040
1188,3178,005040
1070,3306,005040
1080,3264,005040
1050,3112,005040
1206,3076,005040
1126,3078,005040
1626,3564,005040
1052,3534,005040
2674,1908,005040
2520,1930,005040
2616,2012,005040
2744,2040,005040
2836,1938,005040
2364,2014,005040
2228,2048,005040
2198,1912,005040
2272,1954,005040
2298,2048,005040
2846,2048,005040
2064,2048,005040
2124,1796,005040
2116,1692,005040
3056,2014,005040
2130,1918,005040
2898,1416,005040
2192,1460,005040
3046,1680,005040
3070,1532,005040
2446,2048,005040
2922,1870,005040
2304,1758,005040
2488,1720,005040
2588,1572,005040
2314,1448,005040
2504,1390,005040
2726,1712,005040
2598,1682,005040
2884,1576,005040
2962,1508,005040
2836,1704,005040
2938,1700,005040
2940,1054,005040
2722,1046,005040
2664,1074,005040
2594,1066,005040
2514,1066,005040
2068,1380,005040
2094,1312,005040
2076,1254,005040
2052,1186,005040
2058,1094,005040
2102,1066,005040
2146,1332,005040
2240,1350,005040
2590,1308,005040
2688,1368,005040
2860,1278,005040
2938,1182,005040
3034,1266,005040
2334,1644,005040
2304,1106,005040
2258,1161,005040
2208,1190,005040
2108,1158,005040
2374,1114,005040
2386,1428,005040
2200,1070,005040
2720,1178,005040
2608,1164,005040
3038,1564,005040
2172,2108,005040
2322,2128,005040
2462,3002,005040
2108,2558,005040
2176,2558,005040
2232,2550,005040
2074,2604,005040
2218,2674,005040
2314,2494,005040
2184,3044,005040
2190,2948,005040
2100,2086,005040
2368,2072,005040
2222,2080,005040
2562,2080,005040
2462,2224,005040
2336,2252,005040
2126,2294,005040
2094,2306,005040
2148,2404,005040
2548,2928,005040
2326,2968,005040
2258,2976,005040
2064,3060,005040
2428,3072,005040
2864,2962,005040
2672,2994,005040
2740,2938,005040
2962,2936,005040
3070,2908,005040
2876,3072,005040
3030,3072,005040
3022,2800,005040
2676,2826,005040
2850,2804,005040
2950,2842,005040
2454,2942,005040
2188,2894,005040
2080,2872,005040
2154,2720,005040
2048,2764,005040
2402,2320,005040
2294,2830,005040
2368,2786,005040
2422,2754,005040
2542,2722,005040
2732,2766,005040
2756,2688,005040
2840,2652,005040
2976,2624,005040
3058,2640,005040
2854,2450,005040
2924,2466,005040
3014,2494,005040
2344,2672,005040
2442,2594,005040
2358,2526,005040
2222,2610,005040
2608,2654,005040
2500,2842,005040
2474,2890,005040
2710,2618,005040
2548,2584,005040
2528,2544,005040
2498,2494,005040
2414,2398,005040
2072,2438,005040
2264,2306,005040
2110,2208,005040
2546,2398,005040
2644,2390,005040
2782,2532,005040
2806,2484,005040
2902,2610,005040
2990,2376,005040
2912,2342,005040
2664,2322,005040
2606,2290,005040
3000,2696,005040
3060,2750,005040
2688,2190,005040
2760,2250,005040
2570,2234,005040
2644,2050,005040
2782,2068,005040
2942,2108,005040
2972,2188,005040
2882,2178,005040
3072,2260,005040
2454,2100,005040
2258,2722,005040
2268,4004,005040
2904,4094,005040
2132,4040,005040
2582,4052,005040
2798,4080,005040
3028,4032,005040
2350,3968,005040
2274,4062,005040
2080,3944,005040
2658,4022,005040
2476,4006,005040
2682,3934,005040
2434,3956,005040
2728,3998,005040
2636,3840,005040
2242,3890,005040
2416,3838,005040
2342,3816,005040
2488,3832,005040
2568,3806,005040
2134,3888,005040
2986,3912,005040
2978,3850,005040
2892,3934,005040
2888,4022,005040
3072,3770,005040
2820,3950,005040
2738,3720,005040
2742,3814,005040
2048,3778,005040
2874,3818,005040
2144,3790,005040
2076,3690,005040
2070,3540,005040
2210,3734,005040
2144,3622,005040
2328,3710,005040
2474,3726,005040
2854,3716,005040
2954,3688,005040
2642,3694,005040
3030,3682,005040
2546,3664,005040
2410,3618,005040
2242,3592,005040
2144,3440,005040
2754,3654,005040
2810,3564,005040
2964,3558,005040
3024,3526,005040
3026,3420,005040
2976,3298,005040
2854,3496,005040
2864,3362,005040
2834,3300,005040
2726,3392,005040
2722,3522,005040
2648,3572,005040
2484,3542,005040
2556,3482,005040
2356,3462,005040
2224,3394,005040
2286,3484,005040
2456,3404,005040
2494,3334,005040
2580,3242,005040
2622,3442,005040
2664,3392,005040
2646,3284,005040
2324,3392,005040
2420,3254,005040
2902,3246,005040
2890,3454,005040
3056,3278,005040
3068,3176,005040
3010,3084,005040
2774,3242,005040
2766,3170,005040
2758,3072,005040
2332,3260,005040
2240,3316,005040
2196,3254,005040
2238,3190,005040
2326,3122,005040
2192,3118,005040
2110,3188,005040
3792,1170,005040
3742,1304,005040
3168,1142,005040
3442,1024,005040
3140,1042,005040
3142,1412,005040
3072,1544,005040
3394,1484,005040
3660,1462,005040
3276,1576,005040
3488,1632,005040
3612,1720,005040
3502,1842,005040
3736,1726,005040
3908,1716,005040
3664,1796,005040
3744,1824,005040
3408,1838,005040
3296,1724,005040
3196,1882,005040
3624,1922,005040
3734,1982,005040
3288,2002,005040
3086,2034,005040
3330,1810,005040
3508,1754,005040
4092,2044,005040
3988,2048,005040
3618,2166,005040
3284,2194,005040
3164,2174,005040
3458,2220,005040
3528,2196,005040
3718,2226,005040
3824,2206,005040
3916,2132,005040
3768,2084,005040
3094,2112,005040
4016,2092,005040
4018,2268,005040
3896,2268,005040
3932,2350,005040
4050,2310,005040
4044,2378,005040
4096,2436,005040
3888,2420,005040
3790,2418,005040
3694,2344,005040
3656,2382,005040
3522,2304,005040
3594,2304,005040
3376,2322,005040
3224,2262,005040
3180,2344,005040
3108,2326,005040
3282,2416,005040
3144,2472,005040
3488,2400,005040
3388,2456,005040
3614,2456,005040
3702,2512,005040
3790,2526,005040
3880,2604,005040
3980,2682,005040
3900,2778,005040
3798,2874,005040
4094,2712,005040
3742,2630,005040
3642,2632,005040
3134,2612,005040
3200,2552,005040
3248,2612,005040
3304,2594,005040
3382,2586,005040
3510,2560,005040
3536,2638,005040
3794,2742,005040
4000,2896,005040
3680,2882,005040
3564,2788,005040
3506,2816,005040
3390,2734,005040
3216,2742,005040
3104,2746,005040
3192,2808,005040
3384,2864,005040
3194,2878,005040
3334,2874,005040
3254,2924,005040
3184,2980,005040
3368,2976,005040
3458,2950,005040
3566,2990,005040
3764,2992,005040
3976,2980,005040
3928,3012,005040
3604,3036,005040
3486,3060,005040
3358,3042,005040
3212,3916,005040
3910,3704,005040
3772,3782,005040
4006,3780,005040
3090,3962,005040
3480,3962,005040
3454,4086,005040
3880,4002,005040
3182,4020,005040
3594,4016,005040
3546,3772,005040
3660,3932,005040
3804,3872,005040
4042,3626,005040
3430,3838,005040
3888,3864,005040
3740,3680,005040
3306,3940,005040
3126,3766,005040
3128,3848,005040
3656,3802,005040
3578,3866,005040
3772,3986,005040
3908,4096,005040
3962,3956,005040
4032,3930,005040
3546,3948,005040
3310,3840,005040
3332,4080,005040
3486,3764,005040
3646,4080,005040
3674,3702,005040
3538,3602,005040
3434,3706,005040
3344,3988,005040
3608,3670,005040
3248,3736,005040
3336,3730,005040
4020,4076,005040
3214,3814,005040
3102,3692,005040
3168,3652,005040
3552,3480,005040
3494,3566,005040
3400,3610,005040
3288,3636,005040
3220,3606,005040
3292,3548,005040
3348,3462,005040
3426,3478,005040
3476,3502,005040
3242,3460,005040
3194,3576,005040
3086,3488,005040
3114,3462,005040
3144,3406,005040
3138,3346,005040
3174,3278,005040
3310,3302,005040
3216,3216,005040
3100,3218,005040
3110,3134,005040
3188,3124,005040
3370,3156,005040
3380,3094,005040
3416,3240,005040
3410,3346,005040
3490,3344,005040
3646,3524,005040
3862,3636,005040
4002,3516,005040
3840,3486,005040
3804,3576,005040
3700,3484,005040
3578,3422,005040
3598,3364,005040
3684,3294,005040
3576,3266,005040
3644,3206,005040
3584,3152,005040
3478,3136,005040
3530,3100,005040
3720,3122,005040
3828,3170,005040
3886,3260,005040
3826,3346,005040
3764,3408,005040
4048,3270,005040
4096,3284,005040
3888,3156,005040
3964,3102,005040
3234,3404,005040
1386,1866,005075
1952,1802,005075
2018,1966,005075
1180,1918,005075
1750,2048,005075
1052,1938,005075
1614,1944,005075
1884,2048,005075
1836,1902,005075
2034,1734,005075
1568,1804,005075
1094,1762,005075
1904,1684,005075
1860,1728,005075
1638,1728,005075
1388,1722,005075
1406,1670,005075
1578,1616,005075
1504,1572,005075
1050,1474,005075
1676,1608,005075
1600,1524,005075
1560,1464,005075
1518,1430,005075
1388,1502,005075
1292,1448,005075
1420,1388,005075
1352,1288,005075
1908,1556,005075
1702,1458,005075
2048,1408,005075
2020,1354,005075
2048,1268,005075
2020,1040,005075
1940,1346,005075
1888,1346,005075
1774,1352,005075
1792,1254,005075
1860,1164,005075
1846,1058,005075
1756,1042,005075
1632,1244,005075
1664,1162,005075
1494,1262,005075
1504,1148,005075
1628,1056,005075
1386,1110,005075
1340,1048,005075
1280,1162,005075
1196,1024,005075
1118,1050,005075
1372,2244,005075
1210,2226,005075
1132,2376,005075
1622,2432,005075
1858,2124,005075
1788,2166,005075
1664,2198,005075
1696,2294,005075
1516,2234,005075
1470,2366,005075
1574,2306,005075
1942,2238,005075
1872,2314,005075
1778,2324,005075
1962,2380,005075
1830,2460,005075
1698,2412,005075
1264,2578,005075
1136,2544,005075
1182,2492,005075
1506,2444,005075
1562,2534,005075
1512,2622,005075
1412,2576,005075
1292,2682,005075
1204,2760,005075
1092,2764,005075
1100,2670,005075
1182,2638,005075
1630,2876,005075
1874,2772,005075
1702,2934,005075
1514,2702,005075
2000,2466,005075
1906,2464,005075
1816,2562,005075
2026,2544,005075
1928,2544,005075
1932,2078,005075
1668,2586,005075
1700,2656,005075
1852,2632,005075
2008,2626,005075
1918,2686,005075
2012,2746,005075
1784,2764,005075
1672,2766,005075
1572,2768,005075
1432,2768,005075
1328,2854,005075
1256,2892,005075
1178,2948,005075
1296,3022,005075
1100,3034,005075
1096,2864,005075
1386,2986,005075
1454,3002,005075
1568,2960,005075
1518,3032,005075
1746,2858,005075
1864,2986,005075
1930,2882,005075
2012,2838,005075
1730,3024,005075
1260,2072,005075
1348,2584,005075
1110,3136,005075
1052,3090,005075
1366,3128,005075
1324,3160,005075
1240,3194,005075
1134,3270,005075
1070,3240,005075
1038,3328,005075
1084,3406,005075
1144,3390,005075
1242,3282,005075
1246,3352,005075
1408,3234,005075
1482,3188,005075
1584,3500,005075
1490,3076,005075
1570,3090,005075
1584,3162,005075
1458,3318,005075
1572,3288,005075
1656,3178,005075
1332,3362,005075
1756,3094,005075
1704,3132,005075
1796,3222,005075
1856,3206,005075
1906,3092,005075
2016,3172,005075
1918,3256,005075
2004,3254,005075
1968,3202,005075
1938,3364,005075
1880,3358,005075
1850,3304,005075
1966,3422,005075
1644,3322,005075
1596,3408,005075
1536,3418,005075
1480,3446,005075
1340,3418,005075
1376,3472,005075
1222,3438,005075
1228,3502,005075
1258,3582,005075
1372,3538,005075
1152,3512,005075
1030,3562,005075
1136,3614,005075
1338,3642,005075
1434,3630,005075
1536,3614,005075
1778,3348,005075
1810,3412,005075
1900,3480,005075
2048,3526,005075
2048,3364,005075
1712,3432,005075
1658,3466,005075
1770,3492,005075
1672,3590,005075
1950,3636,005075
1816,3570,005075
1828,3640,005075
2048,3708,005075
2014,3762,005075
2032,3852,005075
1652,3680,005075
1790,3696,005075
1882,3788,005075
1064,3656,005075
1150,3818,005075
1212,3770,005075
1088,3756,005075
1332,3720,005075
1558,3696,005075
1348,3786,005075
1474,3782,005075
1558,3856,005075
1714,3788,005075
1622,3802,005075
1656,3920,005075
1688,3852,005075
1756,3926,005075
1920,3894,005075
1328,3878,005075
1282,3960,005075
1180,3930,005075
1396,4002,005075
1168,4092,005075
1250,4042,005075
1274,4100,005075
1510,3996,005075
1572,3974,005075
1592,4100,005075
1460,3950,005075
1624,4000,005075
1744,4062,005075
1922,3974,005075
1988,3930,005075
1976,4100,005075
2018,3968,005075
2464,1064,005075
2364,1024,005075
2414,1136,005075
2310,1134,005075
2268,1158,005075
3064,1524,005075
2182,1062,005075
2048,1178,005075
2102,1024,005075
2144,1176,005075
2048,1242,005075
2048,1310,005075
2154,1320,005075
2064,1402,005075
2280,1342,005075
2186,1462,005075
2356,1424,005075
2286,1486,005075
2728,1364,005075
2538,1372,005075
2566,1028,005075
2660,1066,005075
2740,1032,005075
2920,1024,005075
2586,1164,005075
2852,1136,005075
2750,1238,005075
2720,1166,005075
2986,1170,005075
3014,1306,005075
2902,1302,005075
2876,1430,005075
2946,1528,005075
2860,1544,005075
3052,1678,005075
2942,1718,005075
2582,1574,005075
2478,1746,005075
2318,1634,005075
2164,1694,005075
2066,1750,005075
2602,1688,005075
2664,1754,005075
2826,1782,005075
2284,1750,005075
2134,1894,005075
2212,1896,005075
2222,1192,005075
2296,1954,005075
2480,1928,005075
2580,2028,005075
2582,1922,005075
2672,1918,005075
2818,1924,005075
2918,1842,005075
3058,1902,005075
2220,2048,005075
2362,2034,005075
2458,2048,005075
3072,2014,005075
2738,2048,005075
2924,2048,005075
2072,1098,005075
2078,2038,005075
2336,2110,005075
2454,2184,005075
2116,2264,005075
2168,2122,005075
2624,2140,005075
2734,2090,005075
2934,2100,005075
2872,2184,005075
2646,2258,005075
2490,2276,005075
2384,2254,005075
2392,2336,005075
2074,2386,005075
2666,2344,005075
2984,2354,005075
2818,2382,005075
2926,2292,005075
2562,2410,005075
2370,2486,005075
2898,2478,005075
3034,2498,005075
2906,2582,005075
2992,2586,005075
2546,2538,005075
2478,2506,005075
2768,2516,005075
2644,2554,005075
2378,2588,005075
2196,2618,005075
2102,2564,005075
2164,2548,005075
2220,2682,005075
2312,2734,005075
2462,2896,005075
2534,2780,005075
2514,2842,005075
2186,2936,005075
2164,2718,005075
2258,2784,005075
2342,2676,005075
2518,2690,005075
2420,2754,005075
2372,2830,005075
2332,2922,005075
2252,2970,005075
2186,2862,005075
2262,2302,005075
2150,2398,005075
2764,2660,005075
2848,2690,005075
2936,2692,005075
3034,2758,005075
2722,2764,005075
2634,2806,005075
2556,2910,005075
2432,2958,005075
2110,3016,005075
2968,2848,005075
2854,2802,005075
2864,2964,005075
2700,2984,005075
2768,2936,005075
2968,2926,005075
2948,3032,005075
2308,3058,005075
2100,2772,005075
2984,2188,005075
2620,2644,005075
2256,4044,005075
2348,4094,005075
2470,4034,005075
2566,3968,005075
2416,4000,005075
2920,4076,005075
3044,3938,005075
2614,4062,005075
2696,4086,005075
2930,3994,005075
2790,3986,005075
2084,4040,005075
2822,4068,005075
2684,3992,005075
3012,4096,005075
2838,3934,005075
2114,3882,005075
2982,3826,005075
2986,3888,005075
2902,3904,005075
3072,3850,005075
2048,3784,005075
3072,3772,005075
2048,3922,005075
2154,3810,005075
2254,3882,005075
2272,3994,005075
2432,3918,005075
2704,3920,005075
2648,3844,005075
2064,3702,005075
2560,3814,005075
2352,3904,005075
2152,3618,005075
2382,3750,005075
2212,3736,005075
2234,3790,005075
2726,3820,005075
3048,3674,005075
2900,3778,005075
2962,3686,005075
2466,3780,005075
2782,3774,005075
2838,3712,005075
2750,3668,005075
2648,3676,005075
2522,3704,005075
2328,3654,005075
2548,3630,005075
2428,3642,005075
2048,3534,005075
2746,3580,005075
2494,3514,005075
2288,3558,005075
2428,3496,005075
2222,3554,005075
2572,3466,005075
2664,3600,005075
2662,3468,005075
2982,3560,005075
2802,3502,005075
3030,3524,005075
2890,3540,005075
3008,3402,005075
3072,3418,005075
2954,3362,005075
2902,3444,005075
3072,3256,005075
3046,3170,005075
2838,3130,005075
2914,3238,005075
2746,3076,005075
2786,3222,005075
2826,3312,005075
2782,3364,005075
2698,3388,005075
2594,3374,005075
2664,3282,005075
2590,3226,005075
2500,3338,005075
2438,3400,005075
2374,3372,005075
2312,3354,005075
2428,3266,005075
2486,3160,005075
2374,3226,005075
2424,3072,005075
2312,3098,005075
2286,3462,005075
2070,3484,005075
2154,3414,005075
2240,3420,005075
2106,3338,005075
2248,3360,005075
2270,3236,005075
2246,3186,005075
2094,3244,005075
2132,3114,005075
2162,4094,005075
2982,3086,005075
2780,4096,005075
3140,1178,005075
3766,1184,005075
3744,1312,005075
3652,1462,005075
3140,1408,005075
3404,1464,005075
3280,1576,005075
3464,1622,005075
3902,1718,005075
3710,1700,005075
3172,1752,005075
3336,1796,005075
3396,1870,005075
3456,1740,005075
3496,1844,005075
3586,1834,005075
3676,1800,005075
3618,1706,005075
3672,2012,005075
3318,2008,005075
3696,1890,005075
3752,1840,005075
3510,2116,005075
3338,2188,005075
3266,2252,005075
3138,2178,005075
3622,2162,005075
3924,2132,005075
3738,2090,005075
4004,2124,005075
3558,2252,005075
3704,2244,005075
3822,2234,005075
4018,2254,005075
4046,2316,005075
4088,2432,005075
