position_x,position_y,frame
1046,3132,003570
1442,3384,003570
1608,3324,003570
1724,3270,003570
1776,3366,003570
1698,3422,003570
1720,3184,003570
1800,3096,003570
1860,3098,003570
1862,3182,003570
1944,3266,003570
1974,3152,003570
1962,3322,003570
2048,3282,003570
1154,3420,003570
1098,3510,003570
1206,3480,003570
1288,3468,003570
1362,3478,003570
1550,3456,003570
1790,3496,003570
2044,3422,003570
1900,3508,003570
1598,3564,003570
1510,3570,003570
1364,3614,003570
1228,3612,003570
1046,3572,003570
1118,3628,003570
1132,3694,003570
1600,3664,003570
1888,3612,003570
2020,3516,003570
1430,3722,003570
1770,3692,003570
1658,3730,003570
1988,3704,003570
1868,3772,003570
1496,3760,003570
1320,3814,003570
1146,3764,003570
1188,3858,003570
1112,3840,003570
1036,3684,003570
1460,3894,003570
1326,3930,003570
1266,4052,003570
1438,4030,003570
1538,4002,003570
1472,3988,003570
1604,4010,003570
1674,3798,003570
1752,3838,003570
1690,3990,003570
1580,3838,003570
1724,3964,003570
1848,3964,003570
1960,3840,003570
2044,3816,003570
1954,3934,003570
1994,4010,003570
1204,3956,003570
1792,4070,003570
1050,4012,003570
1146,4068,003570
2048,3752,003570
1116,3980,003570
1896,4100,003570
1678,4094,003570
1910,4028,003570
2048,4058,003570
1044,3912,003570
1156,3910,003570
2888,1836,003570
2732,2020,003570
3070,1654,003570
3072,1824,003570
2862,1942,003570
2734,1956,003570
3072,2002,003570
2294,2004,003570
2534,1908,003570
2332,2048,003570
2284,1780,003570
2124,1920,003570
2230,1904,003570
2362,1898,003570
2202,2030,003570
2470,1752,003570
2722,1790,003570
2804,1808,003570
2636,1692,003570
2756,1634,003570
2894,1580,003570
2114,1778,003570
3032,1296,003570
2596,1590,003570
2806,1484,003570
2768,1338,003570
2272,1676,003570
2128,1696,003570
2912,1352,003570
2200,1482,003570
2444,1332,003570
2278,1422,003570
2070,1534,003570
2204,1596,003570
2440,1532,003570
2968,1086,003570
2402,1406,003570
2720,1252,003570
2580,1102,003570
2738,1100,003570
2464,1064,003570
2428,1248,003570
2182,1346,003570
2292,1258,003570
2410,1154,003570
2336,1158,003570
2088,1094,003570
2166,1112,003570
2240,1066,003570
2296,1136,003570
2378,1024,003570
2608,2232,003570
2544,2170,003570
2310,2498,003570
2744,2856,003570
2684,2856,003570
2500,2838,003570
2372,2176,003570
2228,2550,003570
2764,2144,003570
2620,2146,003570
2434,2246,003570
2916,2082,003570
2844,2296,003570
2950,2252,003570
2232,2130,003570
2330,2096,003570
2126,2238,003570
2356,2370,003570
2228,2418,003570
2108,2472,003570
2522,2420,003570
2402,2414,003570
2540,2532,003570
2718,2346,003570
2862,2456,003570
2936,2362,003570
3014,2510,003570
2876,2542,003570
2954,2584,003570
2784,2636,003570
2586,2604,003570
2428,2520,003570
2276,2604,003570
2106,2606,003570
2142,2738,003570
2194,2706,003570
2322,2710,003570
2478,2616,003570
2478,2746,003570
2564,2748,003570
2634,2702,003570
2310,2792,003570
2246,2876,003570
2090,2916,003570
2430,2822,003570
2354,2886,003570
2188,3004,003570
2282,3004,003570
2460,2970,003570
2554,2940,003570
2626,2868,003570
2766,2750,003570
2894,2738,003570
2858,2658,003570
3040,2748,003570
2912,2836,003570
2830,2858,003570
2996,2878,003570
2866,2922,003570
2966,2964,003570
2736,2944,003570
2880,3056,003570
2668,3068,003570
2594,3052,003570
2362,3006,003570
2690,2264,003570
2834,2202,003570
2980,2154,003570
2514,2090,003570
2236,2206,003570
2144,2118,003570
2560,4012,003570
2958,4010,003570
2716,4004,003570
2902,3976,003570
3010,3912,003570
2852,3946,003570
2472,4030,003570
2968,4092,003570
2776,4090,003570
2652,4096,003570
3072,4096,003570
2482,3922,003570
2420,3924,003570
2350,3900,003570
2264,4096,003570
2876,3828,003570
3020,3738,003570
2980,3506,003570
2792,3756,003570
2904,3720,003570
2664,3920,003570
3072,3826,003570
2728,3866,003570
2862,3672,003570
2518,3806,003570
2944,3630,003570
2602,3792,003570
2630,3822,003570
2080,4034,003570
2770,3588,003570
2528,3600,003570
2662,3502,003570
2824,3484,003570
2860,3586,003570
2702,3604,003570
2666,3690,003570
2398,3756,003570
2596,3572,003570
2236,3932,003570
2588,3690,003570
2910,3150,003570
3016,3102,003570
3028,3222,003570
2884,3430,003570
3054,3324,003570
2926,3232,003570
3024,3394,003570
2932,3354,003570
2482,3692,003570
2388,3542,003570
2300,3860,003570
2680,3414,003570
2788,3378,003570
2198,3694,003570
2438,3496,003570
2100,3618,003570
2538,3476,003570
2218,3798,003570
2178,3562,003570
2082,3768,003570
2822,3314,003570
2228,3518,003570
2362,3592,003570
2128,3472,003570
2830,3148,003570
2742,3072,003570
2724,3246,003570
2652,3272,003570
2782,3236,003570
2462,3428,003570
2528,3348,003570
2574,3246,003570
2544,3090,003570
2646,3164,003570
2338,3346,003570
2348,3424,003570
2502,3278,003570
2470,3224,003570
2400,3246,003570
2346,3182,003570
2282,3158,003570
2186,3142,003570
2130,3142,003570
2242,3292,003570
2164,3378,003570
2284,3478,003570
2108,3232,003570
2060,3286,003570
2048,3414,003570
3782,1182,003570
3752,1300,003570
3634,1474,003570
3810,1532,003570
4000,1720,003570
4080,1836,003570
4064,2038,003570
3974,2048,003570
3284,2048,003570
3760,2024,003570
3920,1860,003570
3820,1912,003570
3624,2040,003570
3148,2034,003570
3106,1960,003570
3508,1998,003570
3722,1788,003570
3598,1842,003570
3718,1672,003570
3204,1898,003570
3540,1722,003570
3328,1816,003570
3614,1706,003570
3498,1838,003570
3100,1806,003570
3072,1682,003570
3208,1608,003570
4096,1958,003570
3906,2004,003570
3504,1678,003570
3346,1670,003570
3402,1620,003570
3390,1478,003570
3144,1374,003570
3438,1034,003570
3134,2062,003570
3088,2136,003570
3306,2048,003570
3432,2114,003570
3170,2398,003570
3508,2168,003570
3594,2210,003570
3630,2078,003570
3376,2266,003570
3160,2336,003570
3124,2244,003570
3262,2278,003570
3530,2274,003570
3740,2306,003570
3756,2216,003570
3918,2256,003570
3864,2122,003570
3658,2196,003570
3290,2454,003570
3414,2372,003570
3518,2454,003570
3556,2362,003570
3608,2304,003570
3652,2330,003570
3164,2512,003570
3090,2456,003570
3080,2624,003570
3072,2736,003570
3936,2176,003570
4066,2234,003570
4094,2130,003570
3962,2050,003570
3708,2636,003570
3954,2298,003570
4052,2332,003570
4006,2410,003570
4096,2448,003570
3914,2444,003570
3710,2432,003570
3766,2510,003570
3882,2598,003570
3634,2540,003570
3528,2556,003570
3412,2506,003570
3376,2600,003570
3238,2606,003570
3182,2570,003570
3496,2620,003570
3898,2688,003570
3996,2606,003570
3988,2830,003570
4096,2744,003570
3846,2942,003570
3790,2868,003570
3278,2684,003570
3152,2782,003570
3190,2866,003570
3384,2798,003570
3360,2682,003570
3558,2750,003570
3500,2826,003570
3992,2988,003570
4050,2898,003570
3640,3026,003570
3892,3072,003570
3386,2932,003570
3272,2860,003570
3072,2872,003570
3120,2960,003570
3230,2956,003570
3170,3050,003570
3408,2990,003570
3344,3044,003570
3304,3142,003570
3150,3190,003570
3234,3244,003570
3128,3308,003570
3378,3196,003570
3422,3266,003570
3348,3310,003570
3262,3338,003570
3206,3424,003570
3150,3460,003570
3654,3194,003570
3576,3234,003570
3520,3274,003570
3474,3344,003570
3566,3404,003570
3414,3404,003570
3374,3456,003570
3304,3526,003570
3484,3486,003570
3640,3562,003570
3564,3506,003570
3536,3602,003570
3528,3690,003570
3298,3636,003570
3194,3574,003570
3106,3628,003570
3170,3742,003570
3408,3732,003570
3296,3764,003570
3248,3830,003570
3388,3854,003570
3312,3858,003570
3162,3832,003570
3104,3972,003570
3156,4028,003570
3346,4044,003570
3422,4042,003570
3468,3978,003570
3514,3790,003570
3642,3732,003570
3716,3672,003570
3806,3586,003570
3702,3328,003570
3742,3394,003570
3816,3480,003570
3906,3416,003570
3818,3164,003570
3920,3210,003570
4028,3126,003570
4052,3260,003570
4024,3544,003570
3942,3532,003570
3914,3686,003570
3828,3728,003570
4074,3622,003570
4044,3750,003570
3914,3818,003570
3778,3836,003570
3864,4000,003570
3786,3968,003570
3704,3934,003570
3846,3856,003570
4008,3858,003570
4002,3944,003570
3642,3954,003570
3558,4032,003570
3624,4070,003570
3582,3846,003570
3156,3904,003570
3484,3124,003570
3234,3098,003570
3844,3122,003570
1126,1458,003605
1088,1564,003605
1280,1148,003605
1130,1066,003605
1330,1060,003605
1428,1086,003605
1620,1074,003605
1746,1026,003605
1704,1126,003605
1862,1070,003605
1924,1024,003605
2020,1104,003605
1896,1166,003605
1740,1206,003605
1520,1254,003605
1410,1296,003605
1360,1380,003605
1474,1422,003605
1570,1312,003605
1670,1264,003605
1686,1364,003605
1778,1340,003605
1836,1268,003605
1938,1208,003605
1966,1282,003605
1516,1562,003605
1390,1472,003605
1280,1654,003605
1394,1684,003605
1304,1746,003605
1726,1432,003605
1826,1406,003605
1900,1422,003605
2028,1370,003605
1774,1564,003605
1940,1546,003605
2048,1496,003605
1950,1922,003605
1434,1706,003605
1908,1632,003605
1516,1964,003605
1408,1874,003605
1204,1842,003605
1078,1998,003605
1040,1864,003605
1842,1776,003605
1558,1448,003605
1750,1850,003605
1804,1686,003605
1864,1906,003605
1770,2038,003605
1860,2044,003605
2020,2036,003605
2020,1968,003605
1226,2308,003605
1412,2298,003605
1508,2200,003605
1358,2472,003605
1828,2122,003605
1954,2108,003605
2016,2048,003605
2044,2178,003605
1142,2150,003605
1026,2226,003605
1076,2048,003605
1378,2184,003605
1226,2236,003605
1642,2180,003605
1670,2180,003605
1750,2048,003605
1534,2158,003605
1764,2174,003605
1870,2234,003605
1900,2368,003605
2012,2306,003605
1836,2340,003605
1644,2292,003605
1126,2342,003605
1098,2472,003605
1024,2318,003605
1242,2350,003605
1484,2292,003605
1500,2388,003605
1606,2434,003605
1682,2492,003605
1772,2464,003605
1966,2434,003605
1842,2544,003605
1998,2536,003605
2048,2436,003605
1738,2654,003605
1576,2548,003605
1524,2610,003605
1440,2496,003605
1476,2556,003605
1234,2606,003605
1122,2638,003605
1084,2558,003605
1024,2650,003605
1166,2700,003605
1256,2708,003605
1346,2594,003605
1350,2688,003605
1948,2602,003605
1864,2670,003605
1980,2776,003605
1786,3040,003605
1822,2902,003605
2048,2630,003605
1786,2790,003605
2016,2896,003605
2032,3072,003605
1886,2978,003605
1556,3034,003605
1710,2988,003605
1686,2690,003605
1486,2980,003605
1632,3066,003605
1910,3072,003605
1434,2664,003605
1558,2664,003605
1630,2718,003605
1682,2848,003605
1572,2796,003605
1398,2746,003605
1496,2876,003605
1304,2796,003605
1262,2916,003605
1362,2884,003605
1208,3008,003605
1340,3028,003605
1138,2834,003605
1158,2920,003605
1040,2840,003605
1118,3072,003605
1088,2964,003605
1922,2774,003605
1894,2818,003605
1954,2712,003605
1978,2660,003605
1094,3156,003605
1274,3164,003605
1126,3078,003605
1134,3266,003605
1274,3340,003605
1410,3234,003605
1510,3272,003605
1562,3228,003605
1722,3270,003605
1840,3186,003605
1996,3236,003605
1954,3306,003605
1578,3364,003605
1476,3374,003605
1394,3482,003605
1206,3458,003605
1306,3462,003605
1704,3418,003605
1774,3374,003605
1812,3468,003605
1908,3514,003605
2032,3446,003605
1982,3158,003605
1486,3130,003605
1620,3168,003605
1506,3590,003605
1582,3582,003605
1140,3524,003605
1260,3614,003605
1366,3630,003605
1610,3664,003605
1760,3690,003605
1884,3616,003605
2006,3696,003605
1056,3620,003605
1644,3748,003605
1494,3750,003605
1082,3730,003605
1360,3782,003605
1740,3832,003605
1870,3764,003605
1928,3840,003605
1600,3876,003605
1668,3812,003605
1622,3476,003605
1328,3946,003605
1200,3982,003605
1824,4070,003605
1678,3942,003605
1974,3900,003605
1914,4052,003605
1786,3940,003605
2032,3994,003605
2036,3816,003605
1402,3908,003605
1346,4044,003605
1098,4054,003605
1842,3984,003605
1502,3988,003605
1606,4096,003605
1082,3858,003605
1074,3988,003605
1250,4100,003605
1724,4024,003605
2450,1068,003605
2910,1330,003605
2580,1110,003605
2582,1576,003605
2860,1104,003605
2278,1248,003605
2064,1070,003605
2480,1760,003605
2770,1236,003605
3026,1282,003605
2758,1044,003605
2812,1460,003605
2730,1372,003605
2884,1590,003605
3042,1626,003605
2320,1134,003605
2258,1162,003605
2148,1098,003605
2228,1058,003605
2362,1032,003605
2306,1044,003605
2176,1346,003605
2398,1248,003605
2412,1148,003605
2208,1570,003605
2142,1454,003605
2290,1430,003605
2400,1518,003605
2424,1314,003605
2710,1792,003605
2678,1652,003605
2834,1720,003605
2310,1758,003605
2188,1778,003605
2258,1690,003605
2144,1694,003605
2076,1536,003605
2390,1408,003605
2560,1926,003605
2740,1888,003605
2380,1908,003605
2218,1888,003605
2884,1836,003605
2148,1896,003605
3072,1802,003605
2838,2016,003605
2852,1950,003605
2188,2010,003605
2988,2042,003605
3040,2656,003605
2106,2626,003605
3032,2564,003605
2904,2830,003605
3054,2726,003605
2412,2808,003605
2326,2802,003605
2200,2786,003605
3062,3054,003605
2888,3072,003605
2390,3058,003605
2338,2992,003605
3072,2904,003605
2450,2960,003605
2358,2892,003605
2762,2752,003605
2274,2976,003605
2158,3040,003605
2972,2952,003605
2126,2738,003605
2496,2726,003605
2932,2998,003605
2574,2748,003605
2838,2846,003605
3000,2858,003605
2700,2984,003605
2542,3072,003605
2628,2696,003605
2654,3064,003605
2910,2734,003605
2828,2936,003605
2744,2882,003605
2622,2854,003605
2536,2954,003605
2090,2922,003605
2250,2878,003605
2110,2468,003605
3040,2476,003605
3060,2412,003605
2326,2702,003605
2278,2590,003605
3046,2348,003605
2238,2412,003605
3042,2280,003605
2472,2610,003605
2786,2648,003605
2542,2526,003605
2956,2288,003605
2880,2292,003605
2588,2590,003605
2108,2374,003605
2726,2356,003605
2668,2282,003605
2932,2532,003605
2866,2430,003605
2384,2586,003605
2948,2436,003605
2952,2056,003605
2980,2180,003605
2800,2094,003605
2542,2076,003605
2450,2218,003605
2530,2422,003605
2396,2414,003605
2356,2342,003605
2334,2092,003605
2240,2122,003605
2142,2124,003605
2226,2224,003605
2112,2250,003605
2618,2142,003605
