"epi_id","colectado","enviado","pais","estado","dias_hasta_el_envio"
"EPI_ISL_1662196",2021-03-27,2021-04-21,"Mexico","San Luis Potosi",25
"EPI_ISL_2402066",2021-04-17,2021-06-04,"Mexico","San Luis Potosi",48
"EPI_ISL_2402086",2021-04-21,2021-06-04,"Mexico","San Luis Potosi",44
"EPI_ISL_2402087",2021-04-20,2021-06-04,"Mexico","San Luis Potosi",45
"EPI_ISL_2402088",2021-04-23,2021-06-04,"Mexico","San Luis Potosi",42
"EPI_ISL_2402092",2021-04-24,2021-06-04,"Mexico","San Luis Potosi",41
"EPI_ISL_2402093",2021-04-23,2021-06-04,"Mexico","San Luis Potosi",42
"EPI_ISL_2402106",2021-04-27,2021-06-04,"Mexico","San Luis Potosi",38
"EPI_ISL_2402107",2021-04-26,2021-06-04,"Mexico","San Luis Potosi",39
"EPI_ISL_2402109",2021-04-23,2021-06-04,"Mexico","San Luis Potosi",42
"EPI_ISL_2402112",2021-04-26,2021-06-04,"Mexico","San Luis Potosi",39
"EPI_ISL_2970037",2021-04-24,2021-07-16,"Mexico","San Luis Potosi",83
"EPI_ISL_2970038",2021-06-25,2021-07-16,"Mexico","San Luis Potosi",21
"EPI_ISL_3568763",2021-06-13,2021-08-23,"Mexico","San Luis Potosi",71
"EPI_ISL_3568765",2021-06-19,2021-08-23,"Mexico","San Luis Potosi",65
"EPI_ISL_3805653",2021-08-01,2021-08-31,"Mexico","San Luis Potosi",30
"EPI_ISL_3805655",2021-07-27,2021-08-31,"Mexico","San Luis Potosi",35
"EPI_ISL_3805652",2021-07-30,2021-08-31,"Mexico","San Luis Potosi",32
"EPI_ISL_3805645",2021-07-30,2021-08-31,"Mexico","San Luis Potosi",32
"EPI_ISL_3805646",2021-07-31,2021-08-31,"Mexico","San Luis Potosi",31
"EPI_ISL_4550173",2021-08-29,2021-09-28,"Mexico","San Luis Potosi",30
"EPI_ISL_4550174",2021-08-30,2021-09-28,"Mexico","San Luis Potosi",29
"EPI_ISL_4550175",2021-08-30,2021-09-28,"Mexico","San Luis Potosi",29
"EPI_ISL_4550176",2021-08-30,2021-09-28,"Mexico","San Luis Potosi",29
"EPI_ISL_4550177",2021-08-30,2021-09-28,"Mexico","San Luis Potosi",29
"EPI_ISL_4550178",2021-09-03,2021-09-28,"Mexico","San Luis Potosi",25
"EPI_ISL_4550179",2021-08-26,2021-09-28,"Mexico","San Luis Potosi",33
"EPI_ISL_4550180",2021-08-26,2021-09-28,"Mexico","San Luis Potosi",33
"EPI_ISL_4550181",2021-08-27,2021-09-28,"Mexico","San Luis Potosi",32
"EPI_ISL_4550182",2021-08-24,2021-09-28,"Mexico","San Luis Potosi",35
"EPI_ISL_4550183",2021-09-02,2021-09-28,"Mexico","San Luis Potosi",26
"EPI_ISL_2970039",2021-03-04,2021-07-16,"Mexico","San Luis Potosi",134
"EPI_ISL_2970040",2021-03-05,2021-07-16,"Mexico","San Luis Potosi",133
"EPI_ISL_1469112",2021-01-16,2021-04-03,"Mexico","San Luis Potosi",77
"EPI_ISL_1469115",2021-01-19,2021-04-03,"Mexico","San Luis Potosi",74
"EPI_ISL_1469116",2021-01-19,2021-04-03,"Mexico","San Luis Potosi",74
"EPI_ISL_1469117",2021-01-20,2021-04-03,"Mexico","San Luis Potosi",73
"EPI_ISL_1469118",2021-01-20,2021-04-03,"Mexico","San Luis Potosi",73
"EPI_ISL_1469119",2021-01-20,2021-04-03,"Mexico","San Luis Potosi",73
"EPI_ISL_1469108",2021-01-20,2021-04-03,"Mexico","San Luis Potosi",73
"EPI_ISL_1469109",2021-01-20,2021-04-03,"Mexico","San Luis Potosi",73
"EPI_ISL_1469110",2021-01-21,2021-04-03,"Mexico","San Luis Potosi",72
"EPI_ISL_1469111",2021-01-21,2021-04-03,"Mexico","San Luis Potosi",72
"EPI_ISL_1469113",2021-01-22,2021-04-03,"Mexico","San Luis Potosi",71
"EPI_ISL_1469114",2021-01-24,2021-04-03,"Mexico","San Luis Potosi",69
"EPI_ISL_3373976",2021-06-28,2021-08-12,"Mexico","Sonora",45
"EPI_ISL_3373978",2021-06-30,2021-08-12,"Mexico","Sonora",43
"EPI_ISL_3373979",2021-07-03,2021-08-12,"Mexico","Sonora",40
"EPI_ISL_3373982",2021-06-28,2021-08-12,"Mexico","Sonora",45
"EPI_ISL_3373986",2021-06-28,2021-08-12,"Mexico","Sonora",45
"EPI_ISL_3373990",2021-06-28,2021-08-12,"Mexico","Sonora",45
"EPI_ISL_3373994",2021-06-28,2021-08-12,"Mexico","Sonora",45
"EPI_ISL_3374000",2021-06-28,2021-08-12,"Mexico","Sonora",45
"EPI_ISL_3374003",2021-07-04,2021-08-12,"Mexico","Sonora",39
"EPI_ISL_3374004",2021-07-06,2021-08-12,"Mexico","Sonora",37
"EPI_ISL_3374006",2021-06-28,2021-08-12,"Mexico","Sonora",45
"EPI_ISL_3374008",2021-07-03,2021-08-12,"Mexico","Sonora",40
"EPI_ISL_3374010",2021-07-04,2021-08-12,"Mexico","Sonora",39
"EPI_ISL_3374011",2021-07-06,2021-08-12,"Mexico","Sonora",37
"EPI_ISL_3374014",2021-07-03,2021-08-12,"Mexico","Sonora",40
"EPI_ISL_3374016",2021-07-06,2021-08-12,"Mexico","Sonora",37
"EPI_ISL_3374018",2021-06-29,2021-08-12,"Mexico","Sonora",44
"EPI_ISL_3374020",2021-07-03,2021-08-12,"Mexico","Sonora",40
"EPI_ISL_3374023",2021-07-06,2021-08-12,"Mexico","Sonora",37
"EPI_ISL_3374024",2021-06-29,2021-08-12,"Mexico","Sonora",44
"EPI_ISL_3374026",2021-07-03,2021-08-12,"Mexico","Sonora",40
"EPI_ISL_3374028",2021-07-04,2021-08-12,"Mexico","Sonora",39
"EPI_ISL_3374030",2021-07-06,2021-08-12,"Mexico","Sonora",37
"EPI_ISL_3374031",2021-06-28,2021-08-12,"Mexico","Sonora",45
"EPI_ISL_3374032",2021-06-29,2021-08-12,"Mexico","Sonora",44
"EPI_ISL_3374033",2021-06-30,2021-08-12,"Mexico","Sonora",43
"EPI_ISL_3374034",2021-07-03,2021-08-12,"Mexico","Sonora",40
"EPI_ISL_3374036",2021-07-04,2021-08-12,"Mexico","Sonora",39
"EPI_ISL_3374038",2021-06-28,2021-08-12,"Mexico","Sonora",45
"EPI_ISL_3374039",2021-06-29,2021-08-12,"Mexico","Sonora",44
"EPI_ISL_3374040",2021-06-30,2021-08-12,"Mexico","Sonora",43
"EPI_ISL_3374041",2021-07-03,2021-08-12,"Mexico","Sonora",40
"EPI_ISL_3912475",2021-07-07,2021-09-02,"Mexico","Sonora",57
"EPI_ISL_3912477",2021-07-12,2021-09-02,"Mexico","Sonora",52
"EPI_ISL_3912478",2021-07-12,2021-09-02,"Mexico","Sonora",52
"EPI_ISL_3912482",2021-07-07,2021-09-02,"Mexico","Sonora",57
"EPI_ISL_3912491",2021-07-12,2021-09-02,"Mexico","Sonora",52
"EPI_ISL_3912498",2021-07-12,2021-09-02,"Mexico","Sonora",52
"EPI_ISL_3912502",2021-07-07,2021-09-02,"Mexico","Sonora",57
"EPI_ISL_3912503",2021-07-12,2021-09-02,"Mexico","Sonora",52
"EPI_ISL_3912506",2021-07-07,2021-09-02,"Mexico","Sonora",57
"EPI_ISL_3912507",2021-07-12,2021-09-02,"Mexico","Sonora",52
"EPI_ISL_3912508",2021-07-12,2021-09-02,"Mexico","Sonora",52
"EPI_ISL_3912512",2021-07-07,2021-09-02,"Mexico","Sonora",57
"EPI_ISL_3912513",2021-07-07,2021-09-02,"Mexico","Sonora",57
"EPI_ISL_3912514",2021-07-12,2021-09-02,"Mexico","Sonora",52
"EPI_ISL_3912515",2021-07-12,2021-09-02,"Mexico","Sonora",52
"EPI_ISL_3912519",2021-07-07,2021-09-02,"Mexico","Sonora",57
"EPI_ISL_3912520",2021-07-07,2021-09-02,"Mexico","Sonora",57
"EPI_ISL_3912521",2021-07-12,2021-09-02,"Mexico","Sonora",52
"EPI_ISL_3912522",2021-07-12,2021-09-02,"Mexico","Sonora",52
"EPI_ISL_3912526",2021-07-07,2021-09-02,"Mexico","Sonora",57
"EPI_ISL_3912527",2021-07-12,2021-09-02,"Mexico","Sonora",52
"EPI_ISL_3912528",2021-07-12,2021-09-02,"Mexico","Sonora",52
"EPI_ISL_2835299",2020-04-24,2021-07-07,"Mexico","Sonora",439
"EPI_ISL_2835300",2020-04-24,2021-07-07,"Mexico","Sonora",439
"EPI_ISL_2835375",2020-05-12,2021-07-07,"Mexico","Sonora",421
"EPI_ISL_2835376",2020-05-13,2021-07-07,"Mexico","Sonora",420
"EPI_ISL_2835377",2020-05-13,2021-07-07,"Mexico","Sonora",420
"EPI_ISL_2835378",2020-05-13,2021-07-07,"Mexico","Sonora",420
"EPI_ISL_2835379",2020-05-12,2021-07-07,"Mexico","Sonora",421
"EPI_ISL_2835406",2020-05-15,2021-07-07,"Mexico","Sonora",418
"EPI_ISL_2835407",2020-05-18,2021-07-07,"Mexico","Sonora",415
"EPI_ISL_2835408",2020-05-16,2021-07-07,"Mexico","Sonora",417
"EPI_ISL_2835409",2020-05-18,2021-07-07,"Mexico","Sonora",415
"EPI_ISL_4411467",2021-07-28,2021-09-22,"Mexico","Sonora",56
"EPI_ISL_4411483",2021-07-24,2021-09-22,"Mexico","Sonora",60
"EPI_ISL_4411487",2021-07-25,2021-09-22,"Mexico","Sonora",59
"EPI_ISL_4411498",2021-07-28,2021-09-22,"Mexico","Sonora",56
"EPI_ISL_4411513",2021-07-24,2021-09-22,"Mexico","Sonora",60
"EPI_ISL_4411518",2021-07-24,2021-09-22,"Mexico","Sonora",60
"EPI_ISL_4411523",2021-07-25,2021-09-22,"Mexico","Sonora",59
"EPI_ISL_4411533",2021-07-28,2021-09-22,"Mexico","Sonora",56
"EPI_ISL_4411543",2021-07-24,2021-09-22,"Mexico","Sonora",60
"EPI_ISL_4411553",2021-07-28,2021-09-22,"Mexico","Sonora",56
"EPI_ISL_4411568",2021-07-24,2021-09-22,"Mexico","Sonora",60
"EPI_ISL_4411581",2021-07-28,2021-09-22,"Mexico","Sonora",56
"EPI_ISL_4411600",2021-07-24,2021-09-22,"Mexico","Sonora",60
"EPI_ISL_4411605",2021-07-24,2021-09-22,"Mexico","Sonora",60
"EPI_ISL_4411623",2021-07-28,2021-09-22,"Mexico","Sonora",56
"EPI_ISL_4411636",2021-07-24,2021-09-22,"Mexico","Sonora",60
"EPI_ISL_4411639",2021-07-24,2021-09-22,"Mexico","Sonora",60
"EPI_ISL_4411643",2021-07-25,2021-09-22,"Mexico","Sonora",59
"EPI_ISL_4411652",2021-07-28,2021-09-22,"Mexico","Sonora",56
"EPI_ISL_4411661",2021-07-24,2021-09-22,"Mexico","Sonora",60
"EPI_ISL_4411665",2021-07-24,2021-09-22,"Mexico","Sonora",60
"EPI_ISL_4411670",2021-07-25,2021-09-22,"Mexico","Sonora",59
"EPI_ISL_4411677",2021-07-28,2021-09-22,"Mexico","Sonora",56
"EPI_ISL_4411689",2021-07-24,2021-09-22,"Mexico","Sonora",60
"EPI_ISL_4411692",2021-07-24,2021-09-22,"Mexico","Sonora",60
"EPI_ISL_4411713",2021-07-24,2021-09-22,"Mexico","Sonora",60
"EPI_ISL_4411718",2021-07-24,2021-09-22,"Mexico","Sonora",60
"EPI_ISL_4411721",2021-07-25,2021-09-22,"Mexico","Sonora",59
"EPI_ISL_4411735",2021-07-28,2021-09-22,"Mexico","Sonora",56
"EPI_ISL_4411753",2021-07-24,2021-09-22,"Mexico","Sonora",60
"EPI_ISL_4411761",2021-07-25,2021-09-22,"Mexico","Sonora",59
"EPI_ISL_4411768",2021-07-28,2021-09-22,"Mexico","Sonora",56
"EPI_ISL_4411774",2021-07-28,2021-09-22,"Mexico","Sonora",56
"EPI_ISL_4411788",2021-07-24,2021-09-22,"Mexico","Sonora",60
"EPI_ISL_4411794",2021-07-24,2021-09-22,"Mexico","Sonora",60
"EPI_ISL_2895660",2021-06-11,2021-07-10,"Mexico","Sonora",29
"EPI_ISL_2918658",2021-06-29,2021-07-10,"Mexico","Sonora",11
"EPI_ISL_2894595",2021-06-29,2021-07-11,"Mexico","Sonora",12
"EPI_ISL_2894596",2021-06-29,2021-07-11,"Mexico","Sonora",12
"EPI_ISL_2894597",2021-06-11,2021-07-11,"Mexico","Sonora",30
"EPI_ISL_2894598",2021-06-16,2021-07-11,"Mexico","Sonora",25
"EPI_ISL_2894599",2021-06-16,2021-07-11,"Mexico","Sonora",25
"EPI_ISL_2894600",2021-06-17,2021-07-11,"Mexico","Sonora",24
"EPI_ISL_2894601",2021-06-30,2021-07-11,"Mexico","Sonora",11
"EPI_ISL_2894602",2021-06-30,2021-07-11,"Mexico","Sonora",11
"EPI_ISL_2894603",2021-06-30,2021-07-11,"Mexico","Sonora",11
"EPI_ISL_2894604",2021-07-01,2021-07-11,"Mexico","Sonora",10
"EPI_ISL_2894605",2021-07-01,2021-07-11,"Mexico","Sonora",10
"EPI_ISL_2894606",2021-07-01,2021-07-11,"Mexico","Sonora",10
"EPI_ISL_2894607",2021-07-01,2021-07-11,"Mexico","Sonora",10
"EPI_ISL_2894608",2021-07-02,2021-07-11,"Mexico","Sonora",9
"EPI_ISL_2801715",2021-05-30,2021-07-03,"Mexico","Sonora",34
"EPI_ISL_2801729",2021-06-03,2021-07-03,"Mexico","Sonora",30
"EPI_ISL_2801732",2021-06-01,2021-07-03,"Mexico","Sonora",32
"EPI_ISL_2801751",2021-06-11,2021-07-03,"Mexico","Sonora",22
"EPI_ISL_3155500",2021-07-08,2021-07-31,"Mexico","Sonora",23
"EPI_ISL_872093",2020-04-04,2021-01-25,"Mexico","Sonora",296
"EPI_ISL_872089",2020-04-01,2021-01-25,"Mexico","Sonora",299
"EPI_ISL_4298771",2021-08-10,2021-09-19,"Mexico","Sonora",40
"EPI_ISL_4298772",2021-08-10,2021-09-19,"Mexico","Sonora",40
"EPI_ISL_4298773",2021-08-06,2021-09-19,"Mexico","Sonora",44
"EPI_ISL_4298774",2021-08-10,2021-09-19,"Mexico","Sonora",40
"EPI_ISL_4298775",2021-08-11,2021-09-19,"Mexico","Sonora",39
"EPI_ISL_4298776",2021-08-11,2021-09-19,"Mexico","Sonora",39
"EPI_ISL_4298777",2021-08-11,2021-09-19,"Mexico","Sonora",39
"EPI_ISL_4298778",2021-08-15,2021-09-19,"Mexico","Sonora",35
"EPI_ISL_4298779",2021-08-16,2021-09-19,"Mexico","Sonora",34
"EPI_ISL_4298780",2021-08-09,2021-09-19,"Mexico","Sonora",41
"EPI_ISL_4298781",2021-08-15,2021-09-19,"Mexico","Sonora",35
"EPI_ISL_4298782",2021-08-13,2021-09-19,"Mexico","Sonora",37
"EPI_ISL_4298783",2021-08-16,2021-09-19,"Mexico","Sonora",34
"EPI_ISL_1301513",2020-05-25,2021-03-20,"Mexico","Sonora",299
"EPI_ISL_3463563",2020-06-07,2021-08-18,"Mexico","Sonora",437
"EPI_ISL_3463394",2020-06-09,2021-08-18,"Mexico","Sonora",435
"EPI_ISL_1301464",2020-06-06,2021-03-20,"Mexico","Sonora",287
"EPI_ISL_1301565",2020-06-06,2021-03-20,"Mexico","Sonora",287
"EPI_ISL_1301517",2020-06-08,2021-03-20,"Mexico","Sonora",285
"EPI_ISL_1301706",2020-06-06,2021-03-20,"Mexico","Sonora",287
"EPI_ISL_913938",2020-11-24,2021-02-02,"Mexico","Sonora",70
"EPI_ISL_493344",2020-05-15,2020-07-21,"Mexico","Sonora",67
"EPI_ISL_1060755",2020-07-27,2021-02-23,"Mexico","Sonora",211
"EPI_ISL_1060756",2020-07-27,2021-02-23,"Mexico","Sonora",211
"EPI_ISL_1060763",2020-07-19,2021-02-23,"Mexico","Sonora",219
"EPI_ISL_1060759",2020-07-25,2021-02-23,"Mexico","Sonora",213
"EPI_ISL_1060680",2020-12-08,2021-02-23,"Mexico","Sonora",77
"EPI_ISL_1060753",2020-07-28,2021-02-23,"Mexico","Sonora",210
"EPI_ISL_493349",2020-05-28,2020-07-21,"Mexico","Sonora",54
"EPI_ISL_516622",2020-05-15,2020-08-21,"Mexico","Sonora",98
"EPI_ISL_1054975",2020-07-29,2021-02-23,"Mexico","Sonora",209
"EPI_ISL_516623",2020-06-06,2020-08-21,"Mexico","Sonora",76
"EPI_ISL_1700801",2021-03-17,2021-04-23,"Mexico","Sonora",37
"EPI_ISL_1651254",2021-03-17,2021-04-19,"Mexico","Sonora",33
"EPI_ISL_1821126",2021-04-08,2021-04-30,"Mexico","Sonora",22
"EPI_ISL_1805472",2021-04-06,2021-04-30,"Mexico","Sonora",24
"EPI_ISL_1821128",2021-04-08,2021-04-30,"Mexico","Sonora",22
"EPI_ISL_1805492",2021-03-29,2021-04-30,"Mexico","Sonora",32
"EPI_ISL_2157321",2021-04-19,2021-05-19,"Mexico","Sonora",30
"EPI_ISL_2340978",2021-04-19,2021-05-30,"Mexico","Sonora",41
"EPI_ISL_2343025",2021-04-20,2021-05-30,"Mexico","Sonora",40
"EPI_ISL_2362697",2021-04-24,2021-05-31,"Mexico","Sonora",37
"EPI_ISL_2101897",2021-04-25,2021-05-15,"Mexico","Sonora",20
"EPI_ISL_2158254",2021-04-29,2021-05-19,"Mexico","Sonora",20
"EPI_ISL_2479907",2021-05-11,2021-06-10,"Mexico","Sonora",30
"EPI_ISL_2689794",2021-05-11,2021-06-25,"Mexico","Sonora",45
"EPI_ISL_2778989",2021-05-23,2021-07-02,"Mexico","Sonora",40
"EPI_ISL_2779055",2021-06-13,2021-07-02,"Mexico","Sonora",19
"EPI_ISL_2800930",2021-06-18,2021-07-03,"Mexico","Sonora",15
"EPI_ISL_2800931",2021-05-24,2021-07-03,"Mexico","Sonora",40
"EPI_ISL_2779213",2021-05-16,2021-07-02,"Mexico","Sonora",47
"EPI_ISL_2545812",2021-05-21,2021-06-16,"Mexico","Sonora",26
"EPI_ISL_2674717",2021-04-15,2021-06-24,"Mexico","Sonora",70
"EPI_ISL_2663403",2021-05-30,2021-06-24,"Mexico","Sonora",25
"EPI_ISL_2674718",2021-06-04,2021-06-24,"Mexico","Sonora",20
"EPI_ISL_2689829",2021-06-02,2021-06-25,"Mexico","Sonora",23
"EPI_ISL_2674719",2021-06-03,2021-06-24,"Mexico","Sonora",21
"EPI_ISL_2674643",2021-06-02,2021-06-24,"Mexico","Sonora",22
"EPI_ISL_2663359",2021-06-03,2021-06-24,"Mexico","Sonora",21
"EPI_ISL_2674644",2021-06-03,2021-06-24,"Mexico","Sonora",21
"EPI_ISL_2674645",2021-06-03,2021-06-24,"Mexico","Sonora",21
"EPI_ISL_2674646",2021-06-03,2021-06-24,"Mexico","Sonora",21
"EPI_ISL_2663354",2021-06-04,2021-06-24,"Mexico","Sonora",20
"EPI_ISL_2674647",2021-06-04,2021-06-24,"Mexico","Sonora",20
"EPI_ISL_2663355",2021-05-30,2021-06-24,"Mexico","Sonora",25
"EPI_ISL_2709718",2021-05-30,2021-06-28,"Mexico","Sonora",29
"EPI_ISL_2674648",2021-06-04,2021-06-24,"Mexico","Sonora",20
"EPI_ISL_2674649",2021-06-04,2021-06-24,"Mexico","Sonora",20
"EPI_ISL_2937767",2021-06-10,2021-07-14,"Mexico","Sonora",34
"EPI_ISL_2966358",2021-06-04,2021-07-15,"Mexico","Sonora",41
"EPI_ISL_2800937",2021-06-04,2021-07-03,"Mexico","Sonora",29
"EPI_ISL_2779184",2021-06-07,2021-07-02,"Mexico","Sonora",25
"EPI_ISL_2779185",2021-06-08,2021-07-02,"Mexico","Sonora",24
"EPI_ISL_2736856",2021-06-10,2021-06-30,"Mexico","Sonora",20
"EPI_ISL_2858961",2021-06-15,2021-07-08,"Mexico","Sonora",23
"EPI_ISL_2937851",2021-06-16,2021-07-14,"Mexico","Sonora",28
"EPI_ISL_2937795",2021-06-14,2021-07-14,"Mexico","Sonora",30
"EPI_ISL_2937796",2021-06-18,2021-07-14,"Mexico","Sonora",26
"EPI_ISL_2966380",2021-06-20,2021-07-15,"Mexico","Sonora",25
"EPI_ISL_2937797",2021-06-15,2021-07-14,"Mexico","Sonora",29
"EPI_ISL_2937852",2021-06-15,2021-07-14,"Mexico","Sonora",29
"EPI_ISL_2937831",2021-06-16,2021-07-14,"Mexico","Sonora",28
"EPI_ISL_2920706",2021-06-17,2021-07-12,"Mexico","Sonora",25
"EPI_ISL_2937853",2021-06-18,2021-07-14,"Mexico","Sonora",26
"EPI_ISL_2937854",2021-06-21,2021-07-14,"Mexico","Sonora",23
"EPI_ISL_2937855",2021-06-21,2021-07-14,"Mexico","Sonora",23
"EPI_ISL_2835072",2021-06-14,2021-07-06,"Mexico","Sonora",22
"EPI_ISL_2858981",2021-06-14,2021-07-08,"Mexico","Sonora",24
"EPI_ISL_2858982",2021-06-17,2021-07-08,"Mexico","Sonora",21
"EPI_ISL_2859051",2021-06-21,2021-07-08,"Mexico","Sonora",17
"EPI_ISL_2835073",2021-06-18,2021-07-06,"Mexico","Sonora",18
"EPI_ISL_2835025",2021-06-20,2021-07-06,"Mexico","Sonora",16
"EPI_ISL_3033430",2021-06-21,2021-07-22,"Mexico","Sonora",31
"EPI_ISL_3033579",2021-06-21,2021-07-22,"Mexico","Sonora",31
"EPI_ISL_3033431",2021-06-24,2021-07-22,"Mexico","Sonora",28
"EPI_ISL_3033432",2021-06-24,2021-07-22,"Mexico","Sonora",28
"EPI_ISL_3033580",2021-06-25,2021-07-22,"Mexico","Sonora",27
"EPI_ISL_3265451",2021-06-25,2021-08-07,"Mexico","Sonora",43
"EPI_ISL_3265452",2021-06-26,2021-08-07,"Mexico","Sonora",42
"EPI_ISL_3265570",2021-06-27,2021-08-07,"Mexico","Sonora",41
"EPI_ISL_3265453",2021-06-28,2021-08-07,"Mexico","Sonora",40
"EPI_ISL_3265667",2021-06-28,2021-08-07,"Mexico","Sonora",40
"EPI_ISL_3265592",2021-06-28,2021-08-07,"Mexico","Sonora",40
"EPI_ISL_3265593",2021-06-28,2021-08-07,"Mexico","Sonora",40
"EPI_ISL_3265594",2021-06-29,2021-08-07,"Mexico","Sonora",39
"EPI_ISL_3265571",2021-06-29,2021-08-07,"Mexico","Sonora",39
"EPI_ISL_3265572",2021-06-30,2021-08-07,"Mexico","Sonora",38
"EPI_ISL_3265454",2021-06-29,2021-08-07,"Mexico","Sonora",39
"EPI_ISL_3265650",2021-07-04,2021-08-07,"Mexico","Sonora",34
"EPI_ISL_3265675",2021-07-05,2021-08-07,"Mexico","Sonora",33
"EPI_ISL_3265614",2021-07-02,2021-08-07,"Mexico","Sonora",36
"EPI_ISL_3265644",2021-07-02,2021-08-07,"Mexico","Sonora",36
"EPI_ISL_3265646",2021-07-03,2021-08-07,"Mexico","Sonora",35
"EPI_ISL_3265555",2021-07-03,2021-08-07,"Mexico","Sonora",35
"EPI_ISL_3265558",2021-07-03,2021-08-07,"Mexico","Sonora",35
"EPI_ISL_3265560",2021-07-04,2021-08-07,"Mexico","Sonora",34
"EPI_ISL_3265615",2021-07-06,2021-08-07,"Mexico","Sonora",32
"EPI_ISL_3265645",2021-07-06,2021-08-07,"Mexico","Sonora",32
"EPI_ISL_3265550",2021-07-07,2021-08-07,"Mexico","Sonora",31
"EPI_ISL_3459940",2021-07-08,2021-08-17,"Mexico","Sonora",40
"EPI_ISL_3459986",2021-07-11,2021-08-17,"Mexico","Sonora",37
"EPI_ISL_3459987",2021-07-09,2021-08-17,"Mexico","Sonora",39
"EPI_ISL_3460106",2021-07-11,2021-08-17,"Mexico","Sonora",37
"EPI_ISL_3459913",2021-07-12,2021-08-17,"Mexico","Sonora",36
"EPI_ISL_3459945",2021-07-12,2021-08-17,"Mexico","Sonora",36
"EPI_ISL_3459899",2021-07-12,2021-08-17,"Mexico","Sonora",36
"EPI_ISL_2671703",2021-05-28,2021-06-24,"Mexico","Sonora",27
"EPI_ISL_2942442",2021-06-21,2021-07-14,"Mexico","Sonora",23
"EPI_ISL_2942443",2021-06-20,2021-07-14,"Mexico","Sonora",24
"EPI_ISL_2942456",2021-06-23,2021-07-14,"Mexico","Sonora",21
"EPI_ISL_2942460",2021-06-23,2021-07-14,"Mexico","Sonora",21
"EPI_ISL_2942463",2021-06-25,2021-07-14,"Mexico","Sonora",19
"EPI_ISL_2921842",2021-06-29,2021-07-10,"Mexico","Sonora",11
"EPI_ISL_2712613",2020-04-06,2021-06-28,"Mexico","Sonora",448
"EPI_ISL_2712614",2020-04-06,2021-06-28,"Mexico","Sonora",448
"EPI_ISL_2712615",2020-04-06,2021-06-28,"Mexico","Sonora",448
"EPI_ISL_2712616",2020-04-08,2021-06-28,"Mexico","Sonora",446
"EPI_ISL_2712617",2020-04-08,2021-06-28,"Mexico","Sonora",446
"EPI_ISL_2712618",2020-04-08,2021-06-28,"Mexico","Sonora",446
"EPI_ISL_2712619",2020-04-08,2021-06-28,"Mexico","Sonora",446
"EPI_ISL_2712620",2020-04-08,2021-06-28,"Mexico","Sonora",446
"EPI_ISL_2712621",2020-04-06,2021-06-28,"Mexico","Sonora",448
"EPI_ISL_2712638",2020-04-13,2021-06-28,"Mexico","Sonora",441
"EPI_ISL_2712639",2020-04-13,2021-06-28,"Mexico","Sonora",441
"EPI_ISL_2712640",2020-04-15,2021-06-28,"Mexico","Sonora",439
"EPI_ISL_2712696",2020-04-29,2021-06-28,"Mexico","Sonora",425
"EPI_ISL_2712697",2020-04-29,2021-06-28,"Mexico","Sonora",425
"EPI_ISL_2712698",2020-05-04,2021-06-28,"Mexico","Sonora",420
"EPI_ISL_2712699",2020-05-05,2021-06-28,"Mexico","Sonora",419
"EPI_ISL_2712719",2020-05-07,2021-06-28,"Mexico","Sonora",417
"EPI_ISL_2712720",2020-05-07,2021-06-28,"Mexico","Sonora",417
"EPI_ISL_2712721",2020-05-07,2021-06-28,"Mexico","Sonora",417
"EPI_ISL_2712722",2020-05-09,2021-06-28,"Mexico","Sonora",415
"EPI_ISL_2712723",2020-05-09,2021-06-28,"Mexico","Sonora",415
"EPI_ISL_2712724",2020-05-09,2021-06-28,"Mexico","Sonora",415
"EPI_ISL_2927979",2021-06-15,2021-07-13,"Mexico","Sonora",28
"EPI_ISL_2927980",2021-06-15,2021-07-13,"Mexico","Sonora",28
"EPI_ISL_2894566",2021-06-04,2021-07-11,"Mexico","Sonora",37
"EPI_ISL_2894567",2021-06-08,2021-07-11,"Mexico","Sonora",33
"EPI_ISL_2894568",2021-06-09,2021-07-11,"Mexico","Sonora",32
"EPI_ISL_2894569",2021-06-11,2021-07-11,"Mexico","Sonora",30
"EPI_ISL_4435369",2021-07-08,2021-09-23,"Mexico","Sonora",77
"EPI_ISL_4435370",2021-07-14,2021-09-23,"Mexico","Sonora",71
"EPI_ISL_4435371",2021-07-15,2021-09-23,"Mexico","Sonora",70
"EPI_ISL_4435372",2021-07-19,2021-09-23,"Mexico","Sonora",66
"EPI_ISL_4435373",2021-07-21,2021-09-23,"Mexico","Sonora",64
"EPI_ISL_4435374",2021-07-26,2021-09-23,"Mexico","Sonora",59
"EPI_ISL_4435375",2021-07-29,2021-09-23,"Mexico","Sonora",56
"EPI_ISL_4435376",2021-07-29,2021-09-23,"Mexico","Sonora",56
"EPI_ISL_4435377",2021-08-04,2021-09-23,"Mexico","Sonora",50
"EPI_ISL_4435378",2021-08-05,2021-09-23,"Mexico","Sonora",49
"EPI_ISL_4435379",2021-08-06,2021-09-23,"Mexico","Sonora",48
"EPI_ISL_2533930",2021-04-20,2021-06-14,"Mexico","Sonora",55
"EPI_ISL_2533931",2021-05-03,2021-06-14,"Mexico","Sonora",42
"EPI_ISL_2533932",2021-05-24,2021-06-14,"Mexico","Sonora",21
"EPI_ISL_2391738",2021-04-09,2021-06-03,"Mexico","Sonora",55
