"epi_id","colectado","enviado","pais","estado","dias_hasta_el_envio"
"EPI_ISL_658863",2020-11-02,2020-11-25,"Mexico","Aguascalientes",23
"EPI_ISL_658865",2020-11-02,2020-11-25,"Mexico","Aguascalientes",23
"EPI_ISL_658868",2020-11-02,2020-11-25,"Mexico","Aguascalientes",23
"EPI_ISL_658870",2020-11-02,2020-11-25,"Mexico","Aguascalientes",23
"EPI_ISL_658873",2020-11-02,2020-11-25,"Mexico","Aguascalientes",23
"EPI_ISL_658875",2020-11-02,2020-11-25,"Mexico","Aguascalientes",23
"EPI_ISL_658880",2020-11-02,2020-11-25,"Mexico","Aguascalientes",23
"EPI_ISL_658883",2020-11-02,2020-11-25,"Mexico","Aguascalientes",23
"EPI_ISL_658891",2020-11-01,2020-11-25,"Mexico","Aguascalientes",24
"EPI_ISL_913953",2020-12-16,2021-02-02,"Mexico","Aguascalientes",48
"EPI_ISL_913954",2020-12-16,2021-02-02,"Mexico","Aguascalientes",48
"EPI_ISL_1288392",2021-02-11,2021-03-18,"Mexico","Aguascalientes",35
"EPI_ISL_1288393",2021-02-11,2021-03-18,"Mexico","Aguascalientes",35
"EPI_ISL_1288417",2021-02-12,2021-03-18,"Mexico","Mexico City",34
"EPI_ISL_1288154",2021-02-09,2021-03-18,"Mexico","Aguascalientes",37
"EPI_ISL_1288155",2021-02-09,2021-03-18,"Mexico","Aguascalientes",37
"EPI_ISL_1301631",2020-04-08,2021-03-20,"Mexico","Aguascalientes",346
"EPI_ISL_1301525",2020-04-12,2021-03-20,"Mexico","Aguascalientes",342
"EPI_ISL_1279461",2021-02-19,2021-03-18,"Mexico","Aguascalientes",27
"EPI_ISL_576258",2020-06-15,2020-10-09,"Mexico","Aguascalientes",116
"EPI_ISL_576261",2020-08-07,2020-10-09,"Mexico","Aguascalientes",63
"EPI_ISL_4298935",2021-08-13,2021-09-19,"Mexico","Aguascalientes",37
"EPI_ISL_4298936",2021-08-16,2021-09-19,"Mexico","Aguascalientes",34
"EPI_ISL_4298937",2021-08-13,2021-09-19,"Mexico","Aguascalientes",37
"EPI_ISL_4298938",2021-08-16,2021-09-19,"Mexico","Aguascalientes",34
"EPI_ISL_4298939",2021-08-16,2021-09-19,"Mexico","Aguascalientes",34
"EPI_ISL_4298940",2021-08-16,2021-09-19,"Mexico","Aguascalientes",34
"EPI_ISL_4298941",2021-08-17,2021-09-19,"Mexico","Aguascalientes",33
"EPI_ISL_4298942",2021-08-18,2021-09-19,"Mexico","Aguascalientes",32
"EPI_ISL_4298943",2021-08-18,2021-09-19,"Mexico","Aguascalientes",32
"EPI_ISL_4298944",2021-08-18,2021-09-19,"Mexico","Aguascalientes",32
"EPI_ISL_4298945",2021-08-19,2021-09-19,"Mexico","Aguascalientes",31
"EPI_ISL_4298946",2021-08-19,2021-09-19,"Mexico","Aguascalientes",31
"EPI_ISL_4298947",2021-08-20,2021-09-19,"Mexico","Aguascalientes",30
"EPI_ISL_4298948",2021-08-20,2021-09-19,"Mexico","Aguascalientes",30
"EPI_ISL_4298949",2021-08-21,2021-09-19,"Mexico","Aguascalientes",29
"EPI_ISL_4298950",2021-08-22,2021-09-19,"Mexico","Aguascalientes",28
"EPI_ISL_1302183",2020-12-17,2021-03-20,"Mexico","Aguascalientes",93
"EPI_ISL_1302200",2020-12-21,2021-03-20,"Mexico","Aguascalientes",89
"EPI_ISL_1302177",2020-12-21,2021-03-20,"Mexico","Aguascalientes",89
"EPI_ISL_1302201",2020-12-21,2021-03-20,"Mexico","Aguascalientes",89
"EPI_ISL_1302337",2020-12-22,2021-03-20,"Mexico","Aguascalientes",88
"EPI_ISL_1302166",2020-12-23,2021-03-20,"Mexico","Aguascalientes",87
"EPI_ISL_1302184",2020-12-23,2021-03-20,"Mexico","Aguascalientes",87
"EPI_ISL_1302274",2020-12-22,2021-03-20,"Mexico","Aguascalientes",88
"EPI_ISL_1302202",2020-12-23,2021-03-20,"Mexico","Aguascalientes",87
"EPI_ISL_3463645",2020-04-09,2021-08-18,"Mexico","Aguascalientes",496
"EPI_ISL_3463440",2020-12-22,2021-08-18,"Mexico","Aguascalientes",239
"EPI_ISL_3463601",2020-12-23,2021-08-18,"Mexico","Aguascalientes",238
"EPI_ISL_3463509",2020-12-22,2021-08-18,"Mexico","Aguascalientes",239
"EPI_ISL_3463485",2020-12-21,2021-08-18,"Mexico","Aguascalientes",240
"EPI_ISL_3463377",2020-12-23,2021-08-18,"Mexico","Aguascalientes",238
"EPI_ISL_3463497",2020-12-22,2021-08-18,"Mexico","Aguascalientes",239
"EPI_ISL_1301681",2020-04-07,2021-03-20,"Mexico","Aguascalientes",347
"EPI_ISL_1301682",2020-04-09,2021-03-20,"Mexico","Aguascalientes",345
"EPI_ISL_1301683",2020-04-12,2021-03-20,"Mexico","Aguascalientes",342
"EPI_ISL_1301684",2020-04-12,2021-03-20,"Mexico","Aguascalientes",342
"EPI_ISL_1301685",2020-04-13,2021-03-20,"Mexico","Aguascalientes",341
"EPI_ISL_1301686",2020-04-12,2021-03-20,"Mexico","Aguascalientes",342
"EPI_ISL_933670",2020-12-17,2021-02-04,"Mexico","Aguascalientes",49
"EPI_ISL_933671",2020-12-17,2021-02-04,"Mexico","Aguascalientes",49
"EPI_ISL_933672",2020-12-16,2021-02-04,"Mexico","Aguascalientes",50
"EPI_ISL_933673",2020-12-16,2021-02-04,"Mexico","Aguascalientes",50
"EPI_ISL_933708",2020-12-16,2021-02-04,"Mexico","Aguascalientes",50
"EPI_ISL_933709",2020-12-16,2021-02-04,"Mexico","Aguascalientes",50
"EPI_ISL_1060722",2020-12-16,2021-02-23,"Mexico","Aguascalientes",69
"EPI_ISL_1060688",2020-12-17,2021-02-23,"Mexico","Aguascalientes",68
"EPI_ISL_1060689",2020-12-16,2021-02-23,"Mexico","Aguascalientes",69
"EPI_ISL_1060725",2020-12-15,2021-02-23,"Mexico","Aguascalientes",70
"EPI_ISL_1060723",2020-12-16,2021-02-23,"Mexico","Aguascalientes",69
"EPI_ISL_1516777",2020-11-07,2021-04-09,"Mexico","Aguascalientes",153
"EPI_ISL_1516778",2020-10-10,2021-04-09,"Mexico","Aguascalientes",181
"EPI_ISL_1516779",2020-11-17,2021-04-09,"Mexico","Aguascalientes",143
"EPI_ISL_1516780",2020-11-04,2021-04-09,"Mexico","Aguascalientes",156
"EPI_ISL_1516781",2020-10-21,2021-04-09,"Mexico","Aguascalientes",170
"EPI_ISL_1516782",2020-10-22,2021-04-09,"Mexico","Aguascalientes",169
"EPI_ISL_1516783",2020-12-22,2021-04-09,"Mexico","Aguascalientes",108
"EPI_ISL_1516784",2020-12-06,2021-04-09,"Mexico","Aguascalientes",124
"EPI_ISL_1516785",2020-11-25,2021-04-09,"Mexico","Aguascalientes",135
"EPI_ISL_1516786",2021-02-02,2021-04-09,"Mexico","Aguascalientes",66
"EPI_ISL_2455934",2021-05-02,2021-06-09,"Mexico","Aguascalientes",38
"EPI_ISL_2495924",2021-05-03,2021-06-11,"Mexico","Aguascalientes",39
"EPI_ISL_2861186",2021-06-21,2021-07-08,"Mexico","Aguascalientes",17
"EPI_ISL_2835071",2021-06-20,2021-07-06,"Mexico","Aguascalientes",16
"EPI_ISL_2861187",2021-06-22,2021-07-08,"Mexico","Aguascalientes",16
"EPI_ISL_2835022",2021-06-23,2021-07-06,"Mexico","Aguascalientes",13
"EPI_ISL_2937901",2021-06-24,2021-07-14,"Mexico","Aguascalientes",20
"EPI_ISL_2920791",2021-06-24,2021-07-12,"Mexico","Aguascalientes",18
"EPI_ISL_2937748",2021-03-27,2021-07-14,"Mexico","Aguascalientes",109
"EPI_ISL_2937902",2021-06-25,2021-07-14,"Mexico","Aguascalientes",19
"EPI_ISL_2937904",2020-09-22,2021-07-14,"Mexico","Aguascalientes",295
"EPI_ISL_2937905",2021-06-28,2021-07-14,"Mexico","Aguascalientes",16
"EPI_ISL_2966415",2021-06-28,2021-07-15,"Mexico","Aguascalientes",17
"EPI_ISL_3265400",2021-07-01,2021-08-07,"Mexico","Aguascalientes",37
"EPI_ISL_3265401",2021-07-01,2021-08-07,"Mexico","Aguascalientes",37
"EPI_ISL_3265654",2021-07-01,2021-08-07,"Mexico","Aguascalientes",37
"EPI_ISL_3265402",2021-07-03,2021-08-07,"Mexico","Aguascalientes",35
"EPI_ISL_3265403",2021-07-01,2021-08-07,"Mexico","Aguascalientes",37
"EPI_ISL_3265626",2021-07-04,2021-08-07,"Mexico","Aguascalientes",34
"EPI_ISL_3265404",2021-07-04,2021-08-07,"Mexico","Aguascalientes",34
"EPI_ISL_3265587",2021-07-05,2021-08-07,"Mexico","Aguascalientes",33
"EPI_ISL_3265405",2021-07-01,2021-08-07,"Mexico","Aguascalientes",37
"EPI_ISL_3265588",2021-07-01,2021-08-07,"Mexico","Aguascalientes",37
"EPI_ISL_3265406",2021-07-01,2021-08-07,"Mexico","Aguascalientes",37
"EPI_ISL_3265407",2021-07-01,2021-08-07,"Mexico","Aguascalientes",37
"EPI_ISL_3265408",2021-07-01,2021-08-07,"Mexico","Aguascalientes",37
"EPI_ISL_3265409",2021-07-05,2021-08-07,"Mexico","Aguascalientes",33
"EPI_ISL_3265410",2021-07-01,2021-08-07,"Mexico","Aguascalientes",37
"EPI_ISL_3265655",2021-07-01,2021-08-07,"Mexico","Aguascalientes",37
"EPI_ISL_3265411",2021-07-01,2021-08-07,"Mexico","Aguascalientes",37
"EPI_ISL_3265598",2021-07-07,2021-08-07,"Mexico","Aguascalientes",31
"EPI_ISL_3265634",2021-07-05,2021-08-07,"Mexico","Aguascalientes",33
"EPI_ISL_3265480",2021-07-06,2021-08-07,"Mexico","Aguascalientes",32
"EPI_ISL_3265656",2021-07-06,2021-08-07,"Mexico","Aguascalientes",32
"EPI_ISL_3265481",2021-07-07,2021-08-07,"Mexico","Aguascalientes",31
"EPI_ISL_3265599",2021-07-07,2021-08-07,"Mexico","Aguascalientes",31
"EPI_ISL_3265635",2021-07-08,2021-08-07,"Mexico","Aguascalientes",30
"EPI_ISL_3265600",2021-07-09,2021-08-07,"Mexico","Aguascalientes",29
"EPI_ISL_3265636",2021-07-09,2021-08-07,"Mexico","Aguascalientes",29
"EPI_ISL_3265482",2021-07-08,2021-08-07,"Mexico","Aguascalientes",30
"EPI_ISL_3265601",2021-07-10,2021-08-07,"Mexico","Aguascalientes",28
"EPI_ISL_3265483",2021-07-10,2021-08-07,"Mexico","Aguascalientes",28
"EPI_ISL_3265484",2021-07-11,2021-08-07,"Mexico","Aguascalientes",27
"EPI_ISL_3265485",2021-07-11,2021-08-07,"Mexico","Aguascalientes",27
"EPI_ISL_3460058",2021-07-14,2021-08-17,"Mexico","Aguascalientes",34
"EPI_ISL_3459998",2021-07-12,2021-08-17,"Mexico","Aguascalientes",36
"EPI_ISL_3460082",2021-07-13,2021-08-17,"Mexico","Aguascalientes",35
"EPI_ISL_3459931",2021-07-13,2021-08-17,"Mexico","Aguascalientes",35
"EPI_ISL_3460083",2021-07-21,2021-08-17,"Mexico","Aguascalientes",27
"EPI_ISL_3460201",2021-07-19,2021-08-17,"Mexico","Aguascalientes",29
"EPI_ISL_3460202",2021-07-19,2021-08-17,"Mexico","Aguascalientes",29
"EPI_ISL_3460203",2021-07-19,2021-08-17,"Mexico","Aguascalientes",29
"EPI_ISL_3460204",2021-07-19,2021-08-17,"Mexico","Aguascalientes",29
"EPI_ISL_3460205",2021-07-19,2021-08-17,"Mexico","Aguascalientes",29
"EPI_ISL_3460206",2021-07-15,2021-08-17,"Mexico","Aguascalientes",33
"EPI_ISL_3769098",2021-07-27,2021-08-29,"Mexico","Aguascalientes",33
"EPI_ISL_3769059",2021-07-27,2021-08-29,"Mexico","Aguascalientes",33
"EPI_ISL_3769086",2021-07-27,2021-08-29,"Mexico","Aguascalientes",33
"EPI_ISL_3769060",2021-07-27,2021-08-29,"Mexico","Aguascalientes",33
"EPI_ISL_3769109",2021-07-28,2021-08-29,"Mexico","Aguascalientes",32
"EPI_ISL_3770580",2021-07-27,2021-08-30,"Mexico","Aguascalientes",34
"EPI_ISL_3769062",2021-07-29,2021-08-29,"Mexico","Aguascalientes",31
"EPI_ISL_3769063",2021-07-29,2021-08-29,"Mexico","Aguascalientes",31
"EPI_ISL_3769110",2021-07-30,2021-08-29,"Mexico","Aguascalientes",30
"EPI_ISL_2671483",2021-05-17,2021-06-24,"Mexico","Aguascalientes",38
"EPI_ISL_1811413",2021-04-04,2021-04-30,"Mexico","Aguascalientes",26
"EPI_ISL_1811464",2021-04-06,2021-04-30,"Mexico","Aguascalientes",24
"EPI_ISL_1811465",2021-04-05,2021-04-30,"Mexico","Aguascalientes",25
"EPI_ISL_1811466",2021-04-05,2021-04-30,"Mexico","Aguascalientes",25
"EPI_ISL_2681317",2021-05-21,2021-06-25,"Mexico","Aguascalientes",35
"EPI_ISL_2681339",2021-05-24,2021-06-25,"Mexico","Aguascalientes",32
"EPI_ISL_2681293",2021-06-01,2021-06-25,"Mexico","Aguascalientes",24
"EPI_ISL_3347898",2021-07-17,2021-08-11,"Mexico","Aguascalientes",25
"EPI_ISL_3347899",2021-07-18,2021-08-11,"Mexico","Aguascalientes",24
"EPI_ISL_4006689",2021-08-13,2021-09-08,"Mexico","Aguascalientes",26
"EPI_ISL_4006690",2021-08-16,2021-09-08,"Mexico","Aguascalientes",23
"EPI_ISL_4006695",2021-08-17,2021-09-08,"Mexico","Aguascalientes",22
"EPI_ISL_4006696",2021-08-17,2021-09-08,"Mexico","Aguascalientes",22
"EPI_ISL_4006697",2021-08-18,2021-09-08,"Mexico","Aguascalientes",21
"EPI_ISL_4006698",2021-08-18,2021-09-08,"Mexico","Aguascalientes",21
"EPI_ISL_4006712",2021-08-19,2021-09-08,"Mexico","Aguascalientes",20
"EPI_ISL_1585582",2021-03-14,2021-04-14,"Mexico","Aguascalientes",31
"EPI_ISL_1585583",2021-03-15,2021-04-14,"Mexico","Aguascalientes",30
"EPI_ISL_1585595",2021-03-16,2021-04-14,"Mexico","Aguascalientes",29
"EPI_ISL_1585631",2021-03-18,2021-04-14,"Mexico","Aguascalientes",27
"EPI_ISL_2091333",2021-04-05,2021-05-14,"Mexico","Aguascalientes",39
"EPI_ISL_2091334",2021-04-05,2021-05-14,"Mexico","Aguascalientes",39
"EPI_ISL_3557247",2021-07-26,2021-08-22,"Mexico","Aguascalientes",27
"EPI_ISL_3557248",2021-07-26,2021-08-22,"Mexico","Aguascalientes",27
"EPI_ISL_3557249",2021-07-26,2021-08-22,"Mexico","Aguascalientes",27
"EPI_ISL_4299738",2021-08-20,2021-09-19,"Mexico","Aguascalientes",30
"EPI_ISL_4299751",2021-08-21,2021-09-19,"Mexico","Aguascalientes",29
"EPI_ISL_4299752",2021-08-23,2021-09-19,"Mexico","Aguascalientes",27
"EPI_ISL_4299753",2021-08-23,2021-09-19,"Mexico","Aguascalientes",27
"EPI_ISL_4199241",2021-08-02,2021-09-15,"Mexico","Aguascalientes",44
"EPI_ISL_4199267",2021-08-02,2021-09-15,"Mexico","Aguascalientes",44
"EPI_ISL_4199502",2021-08-02,2021-09-15,"Mexico","Aguascalientes",44
"EPI_ISL_4199242",2021-08-02,2021-09-15,"Mexico","Aguascalientes",44
"EPI_ISL_4199277",2021-08-02,2021-09-15,"Mexico","Aguascalientes",44
"EPI_ISL_4199187",2021-08-02,2021-09-15,"Mexico","Aguascalientes",44
"EPI_ISL_4199223",2021-08-02,2021-09-15,"Mexico","Aguascalientes",44
"EPI_ISL_4199213",2021-08-02,2021-09-15,"Mexico","Aguascalientes",44
"EPI_ISL_4199224",2021-08-02,2021-09-15,"Mexico","Aguascalientes",44
"EPI_ISL_4199456",2021-08-02,2021-09-15,"Mexico","Aguascalientes",44
"EPI_ISL_4199256",2021-08-02,2021-09-15,"Mexico","Aguascalientes",44
"EPI_ISL_4199184",2021-08-02,2021-09-15,"Mexico","Aguascalientes",44
"EPI_ISL_4199219",2021-08-02,2021-09-15,"Mexico","Aguascalientes",44
"EPI_ISL_4199233",2021-08-02,2021-09-15,"Mexico","Aguascalientes",44
"EPI_ISL_4199230",2021-08-02,2021-09-15,"Mexico","Aguascalientes",44
"EPI_ISL_4199243",2021-08-02,2021-09-15,"Mexico","Aguascalientes",44
"EPI_ISL_4199255",2021-07-30,2021-09-15,"Mexico","Aguascalientes",47
"EPI_ISL_4199301",2021-07-30,2021-09-15,"Mexico","Aguascalientes",47
"EPI_ISL_4199484",2021-07-30,2021-09-15,"Mexico","Aguascalientes",47
"EPI_ISL_4199509",2021-07-30,2021-09-15,"Mexico","Aguascalientes",47
"EPI_ISL_4199268",2021-07-30,2021-09-15,"Mexico","Aguascalientes",47
"EPI_ISL_4199273",2021-07-30,2021-09-15,"Mexico","Aguascalientes",47
"EPI_ISL_4199299",2021-08-02,2021-09-15,"Mexico","Aguascalientes",44
"EPI_ISL_4199288",2021-08-02,2021-09-15,"Mexico","Aguascalientes",44
"EPI_ISL_4199283",2021-08-02,2021-09-15,"Mexico","Aguascalientes",44
"EPI_ISL_4199294",2021-08-02,2021-09-15,"Mexico","Aguascalientes",44
"EPI_ISL_4199479",2021-08-01,2021-09-15,"Mexico","Aguascalientes",45
"EPI_ISL_4199280",2021-08-01,2021-09-15,"Mexico","Aguascalientes",45
"EPI_ISL_4199260",2021-08-01,2021-09-15,"Mexico","Aguascalientes",45
"EPI_ISL_4199194",2021-08-02,2021-09-15,"Mexico","Aguascalientes",44
"EPI_ISL_4199206",2021-08-02,2021-09-15,"Mexico","Aguascalientes",44
"EPI_ISL_4199207",2021-08-02,2021-09-15,"Mexico","Aguascalientes",44
"EPI_ISL_4199240",2021-01-27,2021-09-15,"Mexico","Aguascalientes",231
"EPI_ISL_4199549",2021-07-31,2021-09-15,"Mexico","Aguascalientes",46
"EPI_ISL_4199197",2021-08-03,2021-09-15,"Mexico","Aguascalientes",43
"EPI_ISL_4199185",2021-08-03,2021-09-15,"Mexico","Aguascalientes",43
"EPI_ISL_4199510",2021-08-03,2021-09-15,"Mexico","Aguascalientes",43
"EPI_ISL_4199237",2021-08-03,2021-09-15,"Mexico","Aguascalientes",43
"EPI_ISL_4199227",2021-08-03,2021-09-15,"Mexico","Aguascalientes",43
"EPI_ISL_4199190",2021-08-03,2021-09-15,"Mexico","Aguascalientes",43
"EPI_ISL_4199496",2021-08-03,2021-09-15,"Mexico","Aguascalientes",43
"EPI_ISL_4199263",2021-08-03,2021-09-15,"Mexico","Aguascalientes",43
"EPI_ISL_4199220",2021-08-03,2021-09-15,"Mexico","Aguascalientes",43
"EPI_ISL_4199225",2021-08-03,2021-09-15,"Mexico","Aguascalientes",43
"EPI_ISL_4199181",2021-08-03,2021-09-15,"Mexico","Aguascalientes",43
"EPI_ISL_4199261",2021-08-03,2021-09-15,"Mexico","Aguascalientes",43
"EPI_ISL_4199264",2021-08-03,2021-09-15,"Mexico","Aguascalientes",43
"EPI_ISL_4199208",2021-08-03,2021-09-15,"Mexico","Aguascalientes",43
"EPI_ISL_4199286",2021-08-02,2021-09-15,"Mexico","Aguascalientes",44
"EPI_ISL_4199300",2021-08-02,2021-09-15,"Mexico","Aguascalientes",44
"EPI_ISL_4199297",2021-08-03,2021-09-15,"Mexico","Aguascalientes",43
"EPI_ISL_4199485",2021-08-03,2021-09-15,"Mexico","Aguascalientes",43
"EPI_ISL_4199235",2021-08-03,2021-09-15,"Mexico","Aguascalientes",43
"EPI_ISL_4199246",2021-08-03,2021-09-15,"Mexico","Aguascalientes",43
"EPI_ISL_4199221",2021-08-03,2021-09-15,"Mexico","Aguascalientes",43
"EPI_ISL_4199214",2021-08-03,2021-09-15,"Mexico","Aguascalientes",43
"EPI_ISL_4199477",2021-08-03,2021-09-15,"Mexico","Aguascalientes",43
"EPI_ISL_4199198",2021-08-03,2021-09-15,"Mexico","Aguascalientes",43
"EPI_ISL_4199458",2021-08-02,2021-09-15,"Mexico","Aguascalientes",44
"EPI_ISL_4199295",2021-08-02,2021-09-15,"Mexico","Aguascalientes",44
"EPI_ISL_4199457",2021-08-03,2021-09-15,"Mexico","Aguascalientes",43
"EPI_ISL_4199302",2021-08-03,2021-09-15,"Mexico","Aguascalientes",43
"EPI_ISL_4199203",2021-08-03,2021-09-15,"Mexico","Aguascalientes",43
"EPI_ISL_4199296",2021-08-03,2021-09-15,"Mexico","Aguascalientes",43
"EPI_ISL_4199287",2021-08-03,2021-09-15,"Mexico","Aguascalientes",43
"EPI_ISL_4199293",2021-08-03,2021-09-15,"Mexico","Aguascalientes",43
"EPI_ISL_4199516",2021-08-03,2021-09-15,"Mexico","Aguascalientes",43
"EPI_ISL_4199298",2021-08-04,2021-09-15,"Mexico","Aguascalientes",42
"EPI_ISL_4199204",2021-08-04,2021-09-15,"Mexico","Aguascalientes",42
"EPI_ISL_4199199",2021-08-04,2021-09-15,"Mexico","Aguascalientes",42
"EPI_ISL_4199209",2021-08-04,2021-09-15,"Mexico","Aguascalientes",42
"EPI_ISL_4199244",2021-08-04,2021-09-15,"Mexico","Aguascalientes",42
"EPI_ISL_4199284",2021-08-04,2021-09-15,"Mexico","Aguascalientes",42
"EPI_ISL_4199186",2021-08-04,2021-09-15,"Mexico","Aguascalientes",42
"EPI_ISL_4199247",2021-08-04,2021-09-15,"Mexico","Aguascalientes",42
"EPI_ISL_4199200",2021-08-04,2021-09-15,"Mexico","Aguascalientes",42
"EPI_ISL_4199474",2021-08-04,2021-09-15,"Mexico","Aguascalientes",42
"EPI_ISL_4199191",2021-08-04,2021-09-15,"Mexico","Aguascalientes",42
"EPI_ISL_4199226",2021-08-04,2021-09-15,"Mexico","Aguascalientes",42
"EPI_ISL_4199195",2021-08-04,2021-09-15,"Mexico","Aguascalientes",42
"EPI_ISL_4199257",2021-08-04,2021-09-15,"Mexico","Aguascalientes",42
"EPI_ISL_4199258",2021-08-04,2021-09-15,"Mexico","Aguascalientes",42
"EPI_ISL_4199196",2021-08-04,2021-09-15,"Mexico","Aguascalientes",42
"EPI_ISL_4199218",2021-08-04,2021-09-15,"Mexico","Aguascalientes",42
"EPI_ISL_4199238",2021-08-04,2021-09-15,"Mexico","Aguascalientes",42
"EPI_ISL_4199231",2021-08-04,2021-09-15,"Mexico","Aguascalientes",42
"EPI_ISL_4199282",2021-08-04,2021-09-15,"Mexico","Aguascalientes",42
"EPI_ISL_4199480",2021-08-04,2021-09-15,"Mexico","Aguascalientes",42
"EPI_ISL_4199269",2021-08-04,2021-09-15,"Mexico","Aguascalientes",42
"EPI_ISL_4199210",2021-08-05,2021-09-15,"Mexico","Aguascalientes",41
"EPI_ISL_4199232",2021-08-05,2021-09-15,"Mexico","Aguascalientes",41
"EPI_ISL_4199239",2021-08-05,2021-09-15,"Mexico","Aguascalientes",41
"EPI_ISL_4199265",2021-08-05,2021-09-15,"Mexico","Aguascalientes",41
"EPI_ISL_4199478",2021-08-05,2021-09-15,"Mexico","Aguascalientes",41
"EPI_ISL_4199517",2021-08-05,2021-09-15,"Mexico","Aguascalientes",41
"EPI_ISL_4199248",2021-08-05,2021-09-15,"Mexico","Aguascalientes",41
"EPI_ISL_4199234",2021-08-05,2021-09-15,"Mexico","Aguascalientes",41
"EPI_ISL_4199205",2021-08-05,2021-09-15,"Mexico","Aguascalientes",41
"EPI_ISL_4199285",2021-08-05,2021-09-15,"Mexico","Aguascalientes",41
"EPI_ISL_4199528",2021-08-05,2021-09-15,"Mexico","Aguascalientes",41
"EPI_ISL_4199188",2021-08-05,2021-09-15,"Mexico","Aguascalientes",41
"EPI_ISL_4199535",2021-08-05,2021-09-15,"Mexico","Aguascalientes",41
"EPI_ISL_4199521",2021-08-05,2021-09-15,"Mexico","Aguascalientes",41
"EPI_ISL_4199278",2021-08-05,2021-09-15,"Mexico","Aguascalientes",41
"EPI_ISL_4199201",2021-08-05,2021-09-15,"Mexico","Aguascalientes",41
"EPI_ISL_4199216",2021-08-05,2021-09-15,"Mexico","Aguascalientes",41
"EPI_ISL_4199542",2021-08-05,2021-09-15,"Mexico","Aguascalientes",41
"EPI_ISL_4199202",2021-08-05,2021-09-15,"Mexico","Aguascalientes",41
"EPI_ISL_4199183",2021-08-05,2021-09-15,"Mexico","Aguascalientes",41
"EPI_ISL_4199215",2021-08-04,2021-09-15,"Mexico","Aguascalientes",42
"EPI_ISL_4199192",2021-08-04,2021-09-15,"Mexico","Aguascalientes",42
"EPI_ISL_4199291",2021-08-04,2021-09-15,"Mexico","Aguascalientes",42
"EPI_ISL_4199514",2021-08-04,2021-09-15,"Mexico","Aguascalientes",42
"EPI_ISL_4199182",2021-08-04,2021-09-15,"Mexico","Aguascalientes",42
"EPI_ISL_4199483",2021-08-05,2021-09-15,"Mexico","Aguascalientes",41
"EPI_ISL_4199275",2021-08-05,2021-09-15,"Mexico","Aguascalientes",41
"EPI_ISL_4199281",2021-08-04,2021-09-15,"Mexico","Aguascalientes",42
"EPI_ISL_4199259",2021-08-08,2021-09-15,"Mexico","Aguascalientes",38
"EPI_ISL_4199537",2021-08-08,2021-09-15,"Mexico","Aguascalientes",38
"EPI_ISL_4199276",2021-08-08,2021-09-15,"Mexico","Aguascalientes",38
"EPI_ISL_4199211",2021-08-08,2021-09-15,"Mexico","Aguascalientes",38
"EPI_ISL_4199245",2021-08-08,2021-09-15,"Mexico","Aguascalientes",38
"EPI_ISL_4199193",2021-08-08,2021-09-15,"Mexico","Aguascalientes",38
"EPI_ISL_4199212",2021-08-08,2021-09-15,"Mexico","Aguascalientes",38
"EPI_ISL_4199454",2021-08-08,2021-09-15,"Mexico","Aguascalientes",38
"EPI_ISL_4199249",2021-08-08,2021-09-15,"Mexico","Aguascalientes",38
"EPI_ISL_4199545",2021-08-08,2021-09-15,"Mexico","Aguascalientes",38
"EPI_ISL_4199271",2021-08-08,2021-09-15,"Mexico","Aguascalientes",38
"EPI_ISL_4199262",2021-08-08,2021-09-15,"Mexico","Aguascalientes",38
"EPI_ISL_4199482",2021-08-08,2021-09-15,"Mexico","Aguascalientes",38
"EPI_ISL_4199222",2021-08-08,2021-09-15,"Mexico","Aguascalientes",38
"EPI_ISL_4199228",2021-08-08,2021-09-15,"Mexico","Aguascalientes",38
"EPI_ISL_4199189",2021-08-08,2021-09-15,"Mexico","Aguascalientes",38
"EPI_ISL_4199254",2021-08-08,2021-09-15,"Mexico","Aguascalientes",38
"EPI_ISL_4199270",2021-08-05,2021-09-15,"Mexico","Aguascalientes",41
"EPI_ISL_4199292",2021-08-05,2021-09-15,"Mexico","Aguascalientes",41
"EPI_ISL_4199290",2021-08-06,2021-09-15,"Mexico","Aguascalientes",40
"EPI_ISL_4199236",2021-08-03,2021-09-15,"Mexico","Aguascalientes",43
"EPI_ISL_4199503",2021-08-06,2021-09-15,"Mexico","Aguascalientes",40
"EPI_ISL_4199481",2021-08-06,2021-09-15,"Mexico","Aguascalientes",40
"EPI_ISL_4199250",2021-08-06,2021-09-15,"Mexico","Aguascalientes",40
"EPI_ISL_4199497",2021-08-06,2021-09-15,"Mexico","Aguascalientes",40
"EPI_ISL_4199472",2021-08-07,2021-09-15,"Mexico","Aguascalientes",39
"EPI_ISL_4199289",2021-08-07,2021-09-15,"Mexico","Aguascalientes",39
"EPI_ISL_4199489",2021-08-09,2021-09-15,"Mexico","Aguascalientes",37
"EPI_ISL_4199180",2021-08-08,2021-09-15,"Mexico","Aguascalientes",38
"EPI_ISL_4199179",2021-08-06,2021-09-15,"Mexico","Aguascalientes",40
"EPI_ISL_4199536",2021-08-09,2021-09-15,"Mexico","Aguascalientes",37
"EPI_ISL_4199548",2021-08-09,2021-09-15,"Mexico","Aguascalientes",37
"EPI_ISL_4199523",2021-08-09,2021-09-15,"Mexico","Aguascalientes",37
"EPI_ISL_4199518",2021-08-09,2021-09-15,"Mexico","Aguascalientes",37
